StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_response,att_check_1,att_check_2,att_check_3_1,att_check_3_2,att_check_3_3,att_check_4,comp_check_1,comp_check_2,comp_check_3,timer_First Click,timer_Last Click,timer_Page Submit,timer_Click Count,comp_check_4,comp_check_5,comp_check_6,lrsfer_satisfy_1,lrsfer_preference_1,lrsfer_word_gen_1,lrsfer_pay,rank_data_1,rank_data_2,rank_data_16,rank_data_3,rank_data_17,rank_data_18,rank_data_19,rank_data_15,rank_data_6,rank_data_9,rank_data_10,rank_data_11,rank_data_DO_1,rank_data_DO_2,rank_data_DO_16,rank_data_DO_3,rank_data_DO_17,rank_data_DO_18,rank_data_DO_19,rank_data_DO_15,rank_data_DO_6,rank_data_DO_9,rank_data_DO_10,rank_data_DO_11,comp_check_7,comp_check_8,comp_check_9_1,comp_check_9_3,comp_check_9_7,comp_check_9_2,comp_check_9_4,comp_check_9_5,comp_check_9_8,comp_check_9_9,comp_check_9_10,comp_check_9_6,comp_check_9_11,comp_check_9_12,comp_check_9_13,gender,gender_4_TEXT,ethnicity,ethnicity_5_TEXT,age,education,education_9_TEXT,comments,StudyID
5/23/22 9:18,5/23/22 9:31,0,24.61.250.106,100,790,1,5/23/22 9:31,R_1ro9OcNQvvuM3Ou,,,,,41.3764,-72.454,anonymous,EN,1,2,2,,,,,5,1,2,,,,,,,,90,88,fixed,20000,6,5,1,2,9,8,10,11,12,7,4,3,6,5,10,2,3,9,8,1,12,11,7,4,1,2,,,,,,,,,,,,,1,2,,4,,40,4,,no,lifelines_e6
5/23/22 9:23,5/23/22 9:35,0,69.176.21.104,100,740,1,5/23/22 9:35,R_3oMFh2tHvl6FrKk,,,,,37.4024,-82.0291,anonymous,EN,1,2,2,,,,,5,1,2,,,,,,,,71,79,satisfied ,20000,10,8,1,5,2,3,6,11,4,12,7,9,10,8,5,7,4,2,12,11,1,3,6,9,1,2,,,,,,,,,,,,,1,1,,1,,42,2,,,lifelines_e6
5/23/22 9:32,5/23/22 9:40,0,68.108.14.117,100,491,1,5/23/22 9:40,R_2EiNpSb3l19ik9t,,,,,35.9937,-115.2867,anonymous,EN,1,2,2,,,,,5,1,2,,,,,,,,48,48,"Low happiness, gained happiness until touchpoint 40, the low happiness with an increase in happiness at the end of the exerience.",20000,9,12,2,10,5,4,3,6,11,7,8,1,9,12,1,8,6,2,3,5,11,4,7,10,1,2,,,,,,,,,,,,,1,2,,1,,54,6,,none,lifelines_e6
5/23/22 10:19,5/23/22 10:24,0,202.182.64.66,100,305,1,5/23/22 10:24,R_Rn9V19XRclVXZcd,,,,,40.6446,-73.9743,anonymous,EN,1,1,1,83,85,89,1,4,4,2,0,0,82.009,0,3,5,1,80,79,GOOD,20000,6,12,7,9,1,8,2,5,11,10,3,4,6,12,7,9,3,8,2,5,11,10,1,4,1,3,1,1,1,,,,,,,,,,,2,,2,,34,6,,GOOD,lifelines_e6
5/23/22 11:12,5/23/22 11:16,0,70.126.253.97,100,201,1,5/23/22 11:16,R_2QAsFELR5wn4KZp,,,,,28.1131,-81.6241,anonymous,EN,1,2,2,,,,,5,1,2,,,,,,,,71,69,Happy,20000,10,11,1,12,2,3,9,4,5,8,7,6,6,12,10,9,1,11,2,4,3,8,7,5,1,2,,,,1,,,,,,,,,,1,,1,,39,4,,,lifelines_e6
5/23/22 11:12,5/23/22 11:17,0,174.96.166.174,100,287,1,5/23/22 11:17,R_1l515jJBX2V31dd,,,,,39.9072,-82.7553,anonymous,EN,1,2,2,,,,,5,1,2,,,,,,,,60,10,Uncertain,18000,5,2,8,10,1,6,3,4,7,11,12,9,10,7,4,11,2,5,8,6,9,3,1,12,1,2,,,,,,,,,,,,,1,1,,1,,23,5,,,lifelines_e6
5/23/22 11:12,5/23/22 11:18,0,69.127.176.174,100,338,1,5/23/22 11:18,R_3gTuyisLh6ZWh3B,,,,,40.873,-73.8233,anonymous,EN,1,2,2,,,,,5,1,2,,,,,,,,58,33,hiccup,20000,5,4,1,3,6,2,7,9,8,11,12,10,10,6,3,12,9,5,1,8,7,4,2,11,1,2,,,,,,,,,,,,,1,1,,1,,33,5,,no,lifelines_e6
5/23/22 11:12,5/23/22 11:18,0,206.255.235.124,100,351,1,5/23/22 11:18,R_3KDdvcnJCf94PTi,,,,,34.1892,-92.0495,anonymous,EN,1,2,2,,,,,5,1,2,,,,,,,,60,45,common,22000,3,2,1,4,7,5,11,9,6,12,8,10,11,8,12,10,6,5,3,4,2,9,1,7,1,2,,,,,,,,,,,,,1,1,,1,,39,2,,,lifelines_e6
5/23/22 11:12,5/23/22 11:19,0,107.4.50.69,100,388,1,5/23/22 11:19,R_3MrgfgccOt2IAh6,,,,,42.7686,-86.117,anonymous,EN,1,2,2,,,,,5,1,2,,,,,,,,60,50,mixed,10000,4,5,8,6,1,2,7,9,3,11,12,10,1,5,10,3,2,7,11,12,8,6,4,9,1,2,,,,,,,,,,,,,1,2,,1,,45,5,,,lifelines_e6
5/23/22 11:13,5/23/22 11:19,0,98.26.11.2,100,347,1,5/23/22 11:19,R_1gnmumBumuvEwNY,,,,,35.7614,-78.6015,anonymous,EN,1,2,2,,,,,5,1,2,,,,,,,,5,0,Wild,10000,5,6,2,1,3,9,4,8,7,11,12,10,10,11,1,3,2,8,7,9,5,4,6,12,1,2,,,,,,,,,,,,,1,2,,2,,28,5,,Big shoutout for not making me rate all 28 lines.,lifelines_e6
5/23/22 11:12,5/23/22 11:19,0,68.205.70.197,100,456,1,5/23/22 11:19,R_3rO5y78jN0fjAl2,,,,,28.5504,-81.1833,anonymous,EN,1,2,2,,,,,5,1,2,,,,,,,,70,60,satisfied,20000,2,3,1,10,9,12,5,8,11,7,6,4,1,4,9,8,7,12,6,5,10,2,3,11,1,2,,,,,,,,,,1,,,,1,,1,,64,4,,,lifelines_e6
5/23/22 11:14,5/23/22 11:20,0,174.101.136.173,100,339,1,5/23/22 11:20,R_3lJofqkCNsafrTG,,,,,39.1497,-84.426,anonymous,EN,1,2,2,,,,,5,1,2,,,,,,,,34,18,Volatile,5000,6,9,1,3,5,7,2,4,8,12,11,10,8,9,1,6,12,11,4,7,10,5,2,3,1,2,,,,,,,,,,,,,1,2,,4,,27,4,,No.,lifelines_e6
5/23/22 11:17,5/23/22 11:20,0,24.15.191.101,100,172,1,5/23/22 11:20,R_33ByhjYvoAvhQ9n,,,,,41.7609,-88.0151,anonymous,EN,1,2,2,,,,,5,1,2,,,,,,,,23,22,Turbulent,1500,5,4,2,8,7,6,1,10,3,11,12,9,1,3,7,11,8,5,2,9,4,6,10,12,1,2,,,,,,,,,,,,,1,1,,1,,24,5,,,lifelines_e6
5/23/22 11:16,5/23/22 11:21,0,98.144.31.102,100,284,1,5/23/22 11:21,R_2UbJVYpHovsMt5c,,,,,42.9953,-88.038,anonymous,EN,1,2,2,,,,,5,1,2,,,,,,,,70,50,relief,17000,7,8,4,9,6,5,3,2,1,12,10,11,12,10,2,8,6,1,9,5,7,3,11,4,1,2,,,,,,,,,,1,,,,1,,3,,36,4,,,lifelines_e6
5/23/22 11:12,5/23/22 11:21,0,98.216.194.248,100,585,1,5/23/22 11:21,R_27vfUMee373ZE6o,,,,,43.0584,-71.4578,anonymous,EN,1,2,2,,,,,5,1,2,,,,,,,,70,50,happy,18000,11,12,8,7,9,10,2,3,1,6,5,4,8,12,11,1,9,10,3,7,4,6,2,5,1,2,1,,,1,,,,,,,,,,1,,1,,36,4,,,lifelines_e6
5/23/22 11:12,5/23/22 11:22,0,76.188.15.89,100,599,1,5/23/22 11:22,R_6tbQ8tlbsD1RgtP,,,,,40.7354,-82.522,anonymous,EN,1,2,2,,,,,5,1,2,,,,,,,,71,71,Persistence ,15000,6,7,1,2,8,3,9,5,4,10,12,11,5,6,7,1,9,2,11,10,3,8,12,4,1,2,,,,,,,,,,,,,1,2,,1,,40,2,,N/A,lifelines_e6
5/23/22 11:11,5/23/22 11:23,0,108.190.184.84,100,689,1,5/23/22 11:23,R_2E3Im1YoOhN7orW,,,,,28.0056,-82.1122,anonymous,EN,1,2,2,,,,,5,1,2,,,,,,,,5,5,scrry,5000,6,1,9,2,7,8,4,5,3,10,12,11,9,1,12,2,6,8,3,5,10,7,11,4,1,2,,,,,,,,,,1,,,,1,,1,,35,5,,n/a,lifelines_e6
5/23/22 11:16,5/23/22 11:23,0,142.196.230.167,100,402,1,5/23/22 11:23,R_xlPemN1szrAP41H,,,,,28.6529,-81.2106,anonymous,EN,1,2,2,,,,,5,1,2,,,,,,,,65,30,satisfied ,17000,4,6,1,8,3,7,5,9,2,11,12,10,5,9,6,7,1,8,4,11,2,10,12,3,1,2,,,,1,,,,,,1,1,,,2,,1,,37,4,,,lifelines_e6
5/23/22 11:14,5/23/22 11:24,0,107.77.169.63,100,592,1,5/23/22 11:24,R_22LjLQwUKKEVVT9,,,,,29.6968,-95.5446,anonymous,EN,1,2,2,,,,,5,1,2,,,,,,,,90,90,Satisfied,20000,5,4,3,2,9,7,6,12,10,8,11,1,12,8,9,4,6,3,2,11,7,5,10,1,1,2,,,,,,,,,,1,,,,1,,1,,54,4,,None,lifelines_e6
5/23/22 11:20,5/23/22 11:25,0,50.24.86.168,100,296,1,5/23/22 11:25,R_2UavQiiIW6cansh,,,,,30.0529,-95.1783,anonymous,EN,1,2,2,,,,,5,1,2,,,,,,,,0,0,STRESSFULL,0,7,2,1,6,8,5,4,12,9,10,11,3,12,5,7,1,11,2,4,9,8,3,6,10,1,2,,,,,,,,,,1,,,,1,,5,Mestizo,31,5,,,lifelines_e6
5/23/22 11:19,5/23/22 11:25,0,71.90.177.79,100,372,1,5/23/22 11:25,R_1IQ78Q6GXWRef3D,,,,,30.5178,-92.0878,anonymous,EN,1,2,2,,,,,5,1,3,0,0,82.162,0,1,5,1,61,53,none,10000,5,11,2,6,8,3,12,9,7,1,4,10,6,12,1,4,8,3,11,9,7,2,5,10,1,4,,,,,,,,,,,,,1,2,,1,,25,5,,none,lifelines_e6
5/23/22 11:21,5/23/22 11:25,0,76.95.107.239,100,295,1,5/23/22 11:25,R_2huEP56sUIjYaPL,,,,,34.2347,-119.1894,anonymous,EN,1,2,2,,,,,5,1,2,,,,,,,,100,100,satisfying,5400,10,1,3,2,7,12,5,6,11,8,4,9,3,10,7,6,1,2,12,9,11,5,4,8,1,2,,,,,,,,,,,,,1,2,,1,,29,4,,No.,lifelines_e6
5/23/22 11:15,5/23/22 11:26,0,64.201.90.121,100,642,1,5/23/22 11:26,R_2aPv9nD8Yif4Xxc,,,,,40.0418,-79.4151,anonymous,EN,1,2,2,,,,,5,1,2,,,,,,,,55,26,chaotic,15000,7,5,1,12,2,4,3,8,10,9,11,6,5,12,8,1,3,4,2,7,10,11,6,9,1,2,,,,,,,,,,,,,1,1,,1,,39,4,,,lifelines_e6
5/23/22 11:17,5/23/22 11:26,0,72.194.224.202,100,510,1,5/23/22 11:26,R_2zM7LVk19NiJp4R,,,,,33.6338,-112.2066,anonymous,EN,1,2,2,,,,,5,1,2,,,,,,,,65,21,Rollercoaster,15000,6,8,1,11,12,10,3,4,2,7,5,9,3,6,12,9,10,7,2,8,4,5,1,11,1,2,,,,1,,,,,,,,,1,2,,1,,21,4,,,lifelines_e6
5/23/22 11:23,5/23/22 11:26,0,174.84.79.207,100,182,1,5/23/22 11:26,R_2rr02zc0g4LLdxO,,,,,42.9468,-83.817,anonymous,EN,1,2,2,,,,,5,1,2,,,,,,,,80,50,inconsistent,18000,8,9,1,2,7,6,4,3,5,11,12,10,11,12,8,1,9,6,4,3,5,10,2,7,1,2,,,,,,,,,,,,,1,2,,1,,36,5,,,lifelines_e6
5/23/22 11:18,5/23/22 11:26,0,104.218.71.127,100,479,1,5/23/22 11:26,R_2fHzPvrRe3IByuv,,,,,40.8219,-96.6244,anonymous,EN,1,2,2,,,,,5,1,2,,,,,,,,65,39,Frustrating,15000,3,4,1,9,5,2,8,7,6,12,11,10,7,6,12,5,9,11,1,10,3,2,4,8,1,2,,,,,,,,,,1,,,,1,,1,,38,6,,,lifelines_e6
5/23/22 11:17,5/23/22 11:26,0,71.245.58.250,100,565,1,5/23/22 11:26,R_2wR1w6RJ4B9gVze,,,,,40.7956,-77.0427,anonymous,EN,1,2,2,,,,,2,1,2,2.065,2.065,82.013,1,1,5,1,75,49,wonderful,15000,9,2,4,3,1,7,5,8,6,12,11,10,11,2,12,1,4,6,7,10,5,8,3,9,1,2,,,,,,,,,,,,,1,2,,1,,32,2,,,lifelines_e6
5/23/22 11:20,5/23/22 11:27,0,75.108.149.25,100,376,1,5/23/22 11:27,R_1LqyMKcnD9KomoS,,,,,38.3274,-81.669,anonymous,EN,1,2,2,,,,,5,1,2,,,,,,,,80,80,Surprising,20000,9,6,2,12,3,8,7,11,1,10,5,4,6,8,3,5,9,11,2,12,4,10,7,1,1,2,,,,,,,,,,,,,1,1,,1,,30,5,,,lifelines_e6
5/23/22 11:21,5/23/22 11:27,0,98.215.93.19,100,356,1,5/23/22 11:27,R_3oXZuK6gBfnfY6k,,,,,40.4693,-88.9424,anonymous,EN,1,2,2,,,,,5,1,2,,,,,,,,70,60,Volatile,15000,7,9,2,8,5,6,4,3,1,10,12,11,1,8,7,4,10,11,2,6,12,5,9,3,1,2,,,,,,,,,,,,,1,1,,1,,33,5,,No comments.,lifelines_e6
5/23/22 11:22,5/23/22 11:27,0,63.141.4.3,100,319,1,5/23/22 11:27,R_2SldEPZq2o3qy6d,,,,,46.1128,-98.2241,anonymous,EN,1,2,2,,,,,5,1,2,,,,,,,,19,0,Bad,0,10,3,2,11,4,1,6,7,8,12,9,5,10,12,2,6,5,1,4,8,9,7,3,11,1,2,,,,1,,,,,,1,,,,2,,1,,22,5,,,lifelines_e6
5/23/22 11:21,5/23/22 11:27,0,74.131.203.108,100,400,1,5/23/22 11:27,R_2zkhnoAeMSHeWYi,,,,,39.9534,-83.7801,anonymous,EN,1,2,2,,,,,5,1,2,,,,,,,,60,58,Mixed,19000,3,2,1,7,5,4,8,6,9,11,12,10,5,2,7,12,4,10,11,6,9,3,1,8,3,2,,,,,,,,,,,,,1,1,,1,,39,4,,,lifelines_e6
5/23/22 11:24,5/23/22 11:28,0,72.28.225.53,100,216,1,5/23/22 11:28,R_3n14zJlWGMH1MO6,,,,,33.5546,-81.721,anonymous,EN,1,2,2,,,,,5,1,2,,,,,,,,93,71,resolved,20000,4,5,1,12,2,8,11,6,7,10,9,3,4,5,2,11,1,8,10,12,9,7,3,6,1,2,,,,,,,,,,,,,1,2,,1,,34,3,,,lifelines_e6
5/23/22 11:13,5/23/22 11:29,0,97.100.120.138,100,936,1,5/23/22 11:29,R_2cp7kEn7U1hjsd7,,,,,28.098,-81.4949,anonymous,EN,1,2,2,,,,,5,1,2,,,,,,,,90,60,happy,19500,12,6,1,7,5,11,10,9,8,3,4,2,3,1,8,4,11,6,2,9,7,5,12,10,1,2,,,,,,,,,,,,,1,2,,1,,64,2,,none,lifelines_e6
5/23/22 11:22,5/23/22 11:29,0,75.26.244.127,100,404,1,5/23/22 11:29,R_1rwtPUAU7FPMl76,,,,,42.0431,-87.7899,anonymous,EN,1,2,1,15,20,28,1,5,1,2,,,,,,,,60,1,mediocre,15000,9,1,8,3,7,4,2,5,6,10,12,11,8,1,10,5,7,11,6,9,12,4,3,2,1,2,,,,,,,,,,,,,1,2,,1,,29,3,,,lifelines_e6
5/23/22 11:17,5/23/22 11:31,0,137.148.112.26,100,840,1,5/23/22 11:31,R_QcWiHguIl1ijevv,,,,,41.4866,-81.8037,anonymous,EN,1,2,2,,,,,5,1,4,0,0,82.009,0,1,5,1,89,99,DROP,10000,4,9,7,11,1,10,12,2,3,5,6,8,1,7,12,10,5,8,11,2,4,3,6,9,1,2,,,,,,,,,,,,,1,2,,1,,44,6,,,lifelines_e6
5/23/22 11:28,5/23/22 11:32,0,174.53.15.77,100,251,1,5/23/22 11:32,R_1DN2zxVfgjYwWVO,,,,,34.8108,-92.2249,anonymous,EN,1,2,2,,,,,5,1,2,,,,,,,,71,29,dip,12000,9,7,1,11,6,5,4,3,2,12,10,8,6,4,10,11,2,1,7,3,8,12,9,5,1,2,,,,1,,,,,,1,,,,1,,1,,37,5,,,lifelines_e6
5/23/22 11:21,5/23/22 11:32,0,172.58.147.140,100,657,1,5/23/22 11:32,R_1CDRm9F6J76m8NS,,,,,36.1671,-86.7861,anonymous,EN,1,2,2,,,,,5,1,2,,,,,,,,31,29,uneven,15000,3,9,4,7,10,11,6,5,2,8,12,1,9,10,8,2,12,11,5,3,4,7,1,6,1,2,,,,,,,,,,1,1,,,2,,1,,64,5,,"The list of items to rank required a lot of scrolling, which made it difficult to move items around without ""double jumping."" ",lifelines_e6
5/23/22 11:24,5/23/22 11:32,0,75.136.141.155,100,495,1,5/23/22 11:32,R_2VHZufJk38OyHgp,,,,,34.5251,-82.6307,anonymous,EN,1,2,2,,,,,5,1,2,,,,,,,,20,3,Rollercoaster,15000,5,4,6,9,10,8,12,11,1,2,7,3,4,8,10,5,9,6,12,11,7,3,1,2,1,2,,1,,,,,,,,,,,,1,,2,,35,3,,,lifelines_e6
5/23/22 11:18,5/23/22 11:34,0,68.226.204.251,100,942,1,5/23/22 11:34,R_1lnN2UxYslNwEo1,,,,,30.209,-92.0607,anonymous,EN,1,2,2,,,,,5,4,2,0,0,82.114,0,1,5,1,100,100,Good,20000,8,5,1,6,3,9,7,4,2,12,10,11,12,2,11,3,9,6,10,1,4,7,8,5,1,2,,,,,,,,,,,,,1,1,,1,,29,4,,,lifelines_e6
5/23/22 11:24,5/23/22 11:34,0,68.0.180.99,100,587,1,5/23/22 11:34,R_2CPVOZg5HUZ46Tr,,,,,32.185,-110.8171,anonymous,EN,1,2,2,,,,,5,1,2,,,,,,,,50,30,completion,3000,8,2,7,5,4,9,6,3,1,11,12,10,12,6,11,8,5,10,9,3,1,7,2,4,1,2,,,,,,,,,,,,,1,2,,1,,71,4,,,lifelines_e6
5/23/22 11:32,5/23/22 11:36,0,73.247.43.78,100,224,1,5/23/22 11:36,R_3MuMxLe5Tw31jD5,,,,,42.3667,-88.0925,anonymous,EN,1,2,2,,,,,5,1,2,,,,,,,,40,28,rollercoaster,15000,3,4,1,9,2,8,11,10,12,7,5,6,1,10,8,3,12,7,4,11,9,6,5,2,1,2,,,,,,,,,,,,,1,1,,1,,35,5,,,lifelines_e6
5/23/22 11:29,5/23/22 11:37,0,108.21.192.116,100,448,1,5/23/22 11:37,R_1pMBhaX6QWHDmp9,,,,,40.7359,-73.9904,anonymous,EN,1,2,2,,,,,5,1,2,,,,,,,,69,75,joyful,18000,3,1,2,10,5,8,4,9,7,12,11,6,4,10,3,8,7,1,5,2,6,11,9,12,1,4,,,,,,,,,,,,,1,1,,3,,28,5,,none,lifelines_e6
5/23/22 11:31,5/23/22 11:38,0,67.20.158.139,100,376,1,5/23/22 11:38,R_1jfTlNdRbiRWph0,,,,,32.3297,-80.8438,anonymous,EN,1,2,2,,,,,5,1,2,,,,,,,,30,9,impatient,"15,000",2,1,10,4,5,9,7,8,6,12,11,3,3,5,10,1,2,9,8,6,4,11,7,12,3,2,,,,,,,,,,1,,,,2,,1,,53,3,,,lifelines_e6
