,first_derivative,equation,number_peaks,number_valleys,number_extrema,min,max,integral,end_value,d1_sum_unweight,d1_sum_weight_prime,d1_sum_weight_asc,d1_sum_weight_des,d1_sum_weight_end,d1_avg_unweight,d1_avg_weight_prime,d1_avg_weight_asc,d1_avg_weight_des,d1_avg_weight_end,d2_sum_unweight,d2_sum_weight_prime,d2_sum_weight_asc,d2_sum_weight_des,d2_sum_weight_end,d2_avg_unweight,d2_avg_weight_prime,d2_avg_weight_asc,d2_avg_weight_des,d2_avg_weight_end,willing,sentence,word,genre,subject,movie_choice,word_tag,sentence_tags
1,"[1.1591499813646312e-13, -5.695534733955994e-11, 1.1763526179497217e-08, -1.3332784913374497e-06, 9.063393730058904e-05, -0.0037831674012719094, 0.0949110454999548, -1.3260435839953213, 8.564975061109795, -14.137175973096857]","[1.1591499813646313e-14, -6.328371926617771e-12, 1.470440772437152e-09, -1.9046835590534995e-07, 1.5105656216764842e-05, -0.0007566334802543819, 0.0237277613749887, -0.44201452799844043, 4.2824875305548975, -14.137175973096857, 59.61558694897817]",3,3,6,81.9293820176948,100.304346315386,7927.47794380944,97.8705987703098,38.2550118213317,32.2775007981122,14.6359525453694,33.1828122312952,35.8530397817868,0.425055686903685,0.358638897756802,0.162621694948549,0.368697913681057,0.39836710868652,11.4764428234729,12.4259272439615,0.990611268626445,13.3549422607147,8.8999572750414,0.127516031371921,0.138065858266239,0.0110067918736272,0.148388247341274,0.0988884141671267,40,"Animated adventure movies for kids, but with jokes adults can enjoy",adventure,Animation,2,Knock at the Cabin,NOUN,"['ADJ', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'CCONJ', 'ADP', 'NOUN', 'NOUN', 'AUX', 'VERB']"
1,"[1.2519487928864191e-13, -7.355976767338649e-11, 1.6290809505855175e-08, -1.8285511015274001e-06, 0.0001139237167051425, -0.0039565842237060875, 0.0709796587911604, -0.5153009265952966, 0.27482011369339016, 2.442267483605729]","[1.251948792886419e-14, -8.173307519265166e-12, 2.036351188231897e-09, -2.6122158593248575e-07, 1.898728611752375e-05, -0.0007913168447412175, 0.0177449146977901, -0.17176697553176554, 0.13741005684669508, 2.442267483605729, 47.396315390976355]",4,3,7,62.4244158799783,77.6992562452935,5509.44580792516,78.8607314156746,31.4644160246983,85.439111700422,21.9846872400026,17.3458327908703,20.3079298931024,0.349604622496647,0.949323463338022,0.244274302666695,0.192731475454114,0.225643665478916,-18.6442461179382,-15.596230473475,-17.3744358625177,-5.93087178490506,-33.9192580748181,-0.207158290199313,-0.173291449705277,-0.193049287361307,-0.065898575387834,-0.376880645275756,55,Biography/life story type movie about Whitney Houston,Biography,Biography,2,Knock at the Cabin,NOUN,"['NOUN', 'SYM', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'PROPN', 'PROPN']"
1,"[7.699258530851524e-14, -2.76296543147774e-11, 4.159383513922839e-09, -3.458023318686625e-07, 1.7751981284698497e-05, -0.0006018725203753086, 0.013972881419891687, -0.21344887117988884, 1.7539905161046516, -3.809965200362478]","[7.699258530851524e-15, -3.069961590530822e-12, 5.199229392403548e-10, -4.940033312409464e-08, 2.9586635474497497e-06, -0.00012037450407506173, 0.0034932203549729217, -0.07114962372662961, 0.8769952580523258, -3.809965200362478, 53.31286745756429]",2,3,5,48.0986886913017,81.9299279009328,6489.20839775005,77.5708976153592,24.2580301577949,28.9392744376662,7.7278691112357,22.5946685860079,24.146217843524,0.269533668419943,0.321547493751847,0.0858652123470633,0.251051873177866,0.268291309372489,10.3620707439993,9.50405902270985,7.22441334211167,5.72817508788751,16.5245046359417,0.11513411937777,0.105600655807887,0.0802712593567963,0.0636463898654168,0.183605607066019,55,The story on the investigation into the harvey weinstein sexual harassment & how it was covered up,mystery,Drama,2,Knock at the Cabin,NOUN,"['DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'CCONJ', 'SCONJ', 'PRON', 'AUX', 'VERB', 'ADP']"
1,"[5.711237480621516e-14, -2.195336857309521e-11, 3.6586738793329418e-09, -3.4994922129741663e-07, 2.124030872519664e-05, -0.0008381951343738273, 0.020770997249203397, -0.29365394789650834, 1.936763849170262, -2.4491959837569546]","[5.711237480621516e-15, -2.4392631747883565e-12, 4.573342349166177e-10, -4.9992745899630945e-08, 3.54005145419944e-06, -0.00016763902687476546, 0.005192749312300849, -0.09788464929883611, 0.968381924585131, -2.4491959837569546, 49.82446661616798]",2,3,5,48.0159882352374,94.9344321609103,7568.05727291316,102.846931296572,53.022464680404,61.9464752268825,25.8067157606208,40.4713650898841,65.7738907979027,0.589138496448933,0.688294169187583,0.28674128622912,0.449681834332046,0.730821008865585,6.00931010672596,6.3590675254268,3.79757120649465,3.71406642691281,9.13999754859051,0.0667701122969551,0.0706563058380756,0.0421952356277183,0.0412674047434756,0.101555528317672,60,"Comic book character live action movie, with more or a comedic flavor to it",action,Fantasy,2,Knock at the Cabin,NOUN,"['ADJ', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'PUNCT', 'ADP', 'ADJ', 'CCONJ', 'DET', 'ADJ', 'NOUN', 'ADP', 'PRON']"
1,"[-3.10472603754328e-13, 1.3915555740801387e-10, -2.63004092637996e-08, 2.720813347738963e-06, -0.0001673148309120966, 0.006218537232621713, -0.13594910138271774, 1.619415364740662, -8.78893128624369, 12.369701795776558]","[-3.10472603754328e-14, 1.546172860089043e-11, -3.28755115797495e-09, 3.8868762110556616e-07, -2.78858051520161e-05, 0.0012437074465243426, -0.033987275345679434, 0.5398051215802206, -4.394465643121845, 12.369701795776558, 42.999843488096445]",4,3,7,26.940507805775,94.4543009544953,5782.42322526822,99.9255798158353,56.9257363277388,55.5736795324277,41.9840339813782,29.1731364282953,63.0348833916727,0.63250818141932,0.617485328138086,0.466489266459758,0.324145960314392,0.700387593240808,-12.8095481923912,-13.0829688787025,-4.41954450402094,-11.592390736468,-13.3104620303315,-0.142328313248791,-0.145366320874472,-0.0491060500446771,-0.128804341516311,-0.147894022559238,81,M. Night Shyamalan horror movie where a vacation turns for the worse,horror,Horror,2,Knock at the Cabin,NOUN,"['PROPN', 'PROPN', 'PROPN', 'NOUN', 'NOUN', 'SCONJ', 'DET', 'NOUN', 'VERB', 'ADP', 'DET', 'ADJ']"
1,"[1.2939444971136679e-13, -5.133348189960562e-11, 8.647053326356939e-09, -8.095836377968504e-07, 4.63733721621271e-05, -0.0016866517458523468, 0.03904044916261288, -0.5570797209898031, 4.5336329026610676, -15.90539382629902]","[1.2939444971136678e-14, -5.703720211067291e-12, 1.0808816657946174e-09, -1.1565480539955005e-07, 7.728895360354517e-06, -0.0003373303491704694, 0.00976011229065322, -0.18569324032993437, 2.2668164513305338, -15.90539382629902, 64.32437576180251]",1,2,3,16.7186159674951,76.949291859912,4601.17956721892,74.6841773760212,10.3598016142187,22.4594499087782,19.9730545905265,-7.02330257275321,9.08915589634989,0.115108906824652,0.249549443430869,0.221922828783628,-0.0780366952528134,0.100990621070554,21.2685062403299,21.8931775382767,8.63723664096955,17.9483961594429,26.4875449807491,0.236316736003666,0.243257528203075,0.0959692960107728,0.19942662399381,0.294306055341657,36,Animated avatar sequel movie with lots of cool scenery ,adventure,SciFi,2,Knock at the Cabin,NOUN,"['ADJ', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADP', 'ADJ', 'NOUN']"
2,"[1.9335968797411034e-13, -7.330293313144345e-11, 1.1501914005144339e-08, -9.654456014735128e-07, 4.678778475938308e-05, -0.001319484223189097, 0.020859343452801486, -0.17103543219557132, 0.6250120939775461, -0.7028223967968914]","[1.9335968797411034e-14, -8.144770347938161e-12, 1.4377392506430424e-09, -1.3792080021050182e-07, 7.797964126563846e-06, -0.00026389684463781944, 0.0052148358632003716, -0.05701181073185711, 0.31250604698877305, -0.7028223967968914, 50.37538926835827]",3,4,7,16.1016286473895,50.498060825767,3004.75371295175,15.1203158024028,-35.2550734659555,-40.2619727578167,-22.1657646240194,-21.903077208425,-37.701646762468,-0.391723038510617,-0.44735525286463,-0.246286273600215,-0.243367524538056,-0.418907186249645,5.17495576455046,3.98924873638742,4.96976107591774,1.49893362977034,10.3562020828987,0.0574995084950051,0.0443249859598602,0.0552195675101971,0.0166548181085593,0.115068912032208,21,The trailer was completely confusing not sure if this is a Mission Impossible movie but looks awful. ,Awful,Action,3,She Said,ADJ,"['DET', 'NOUN', 'AUX', 'ADV', 'ADJ', 'PART', 'ADJ', 'SCONJ', 'PRON', 'AUX', 'DET', 'PROPN', 'ADJ', 'NOUN', 'CCONJ', 'VERB', 'ADJ', 'PUNCT']"
2,"[-6.818277854301331e-14, 2.5755548836412028e-11, -4.019292345947488e-09, 3.3365706905822647e-07, -1.5762168778069756e-05, 0.0004178451298365082, -0.005640022703458748, 0.02919674571939574, 0.014783309133641695, -0.2552742918684733]","[-6.818277854301331e-15, 2.8617276484902254e-12, -5.02411543243436e-10, 4.766529557974664e-08, -2.627028129678293e-06, 8.356902596730165e-05, -0.001410005675864687, 0.009732248573131914, 0.007391654566820847, -0.2552742918684733, 50.3342190893834]",2,2,4,49.0111737492763,81.9891457376593,5603.536073241,80.4886630774149,30.1544439880315,31.2593401116966,21.7445707890033,15.9484841960361,36.5963235421237,0.335049377644794,0.347326001241074,0.241606342100036,0.177205379955956,0.406625817134708,-1.63725861390156,-0.944475141820277,-2.08376860783643,0.037195340459479,-3.92783245478591,-0.018191762376684,-0.0104941682424475,-0.0231529845315159,0.0004132815606608,-0.0436425828309545,4,"Farfetched movie that the trailer shows perfectly. If you like this kind of movie, then the trailer gives you a good feel for the movie",Fantastic ,Adventure,3,She Said,ADJ,"['ADJ', 'NOUN', 'PRON', 'DET', 'NOUN', 'VERB', 'ADV', 'PUNCT', 'SCONJ', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'ADV', 'DET', 'NOUN', 'VERB', 'PRON', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN']"
2,"[-1.3353024083917624e-13, 5.118843651009138e-11, -8.04241404253605e-09, 6.624781987462238e-07, -3.014426388426767e-05, 0.0007122689783699292, -0.006062307759308661, -0.053031664825256154, 1.0874835343906684, -2.5290929329771346]","[-1.3353024083917623e-14, 5.68760405667682e-12, -1.0053017553170063e-09, 9.463974267803196e-08, -5.0240439807112785e-06, 0.00014245379567398583, -0.0015155769398271653, -0.017677221608418718, 0.5437417671953342, -2.5290929329771346, 52.17631841087929]",3,3,6,48.8987822836675,94.9937866852601,7299.75396946926,95.9494484637332,43.7731300528539,51.0261787543413,19.7224649752393,34.9939475908281,46.340703697062,0.486368111698377,0.566957541714903,0.219138499724881,0.38882163989809,0.514896707745133,0.987736269591906,1.65434907443124,-1.23318986073244,2.46786019772232,-1.01719556592809,0.0109748474399101,0.0183816563825693,-0.0137021095636938,0.0274206688635813,-0.0113021729547566,15,Very cute cartoon movie which would be enjoyed by the entire family. ,Cute,Animation,3,She Said,VERB,"['ADV', 'ADJ', 'NOUN', 'NOUN', 'PRON', 'AUX', 'AUX', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']"
2,"[-1.1434183918380022e-13, 4.317659536061588e-11, -6.7470169589507944e-09, 5.619347917684195e-07, -2.666539916395821e-05, 0.000706866779335809, -0.00919145235275545, 0.03322702774088494, 0.16225603648540018, -0.10092657563331352]","[-1.1434183918380023e-14, 4.797399484512875e-12, -8.433771198688493e-10, 8.027639882405993e-08, -4.444233193993035e-06, 0.0001413733558671618, -0.0022978630881888627, 0.011075675913628315, 0.08112801824270009, -0.10092657563331352, 48.11424715769309]",2,2,4,21.1358900155687,54.6594571918399,3247.21581568463,14.1599031917331,-33.95434396596,-45.2672712548404,-25.3591661069886,-17.0837638504614,-47.2830415222081,-0.377270488510667,-0.502969680609337,-0.281768512299873,-0.18981959833846,-0.525367128024534,-5.6406552815119,-5.60888933309593,-5.26781325623359,-1.78300584565629,-11.1238823973876,-0.0626739475723544,-0.0623209925899547,-0.0585312584025954,-0.0198111760628477,-0.123598693304306,71,It is movie I would be interested in but the trailer was too jumpy and almost confusing.,Disjointed,Biography,3,She Said,VERB,"['PRON', 'AUX', 'NOUN', 'PRON', 'AUX', 'AUX', 'ADJ', 'ADP', 'CCONJ', 'DET', 'NOUN', 'AUX', 'ADV', 'ADJ', 'CCONJ', 'ADV', 'ADJ', 'PUNCT']"
2,"[-6.3724012185434e-14, 2.507916816286621e-11, -4.195958781938326e-09, 3.898817446693302e-07, -2.20021850081913e-05, 0.0007713037377019864, -0.01638469888917613, 0.1941505361790422, -1.040168629689257, 1.6738395598191602]","[-6.3724012185434004e-15, 2.786574240318468e-12, -5.244948477422908e-10, 5.56973920956186e-08, -3.6670308346985502e-06, 0.0001542607475403973, -0.004096174722294033, 0.06471684539301407, -0.5200843148446285, 1.6738395598191602, 48.77750449243906]",3,2,5,49.4161529966318,88.7808239626762,6427.83979318526,93.7744382706718,44.9969337782327,52.2645877452118,27.569941923471,28.6762252993199,50.2388561875797,0.499965930869252,0.580717641613464,0.306332688038567,0.318624725547999,0.55820951319533,-3.56135217126732,-3.63208818766671,-2.72361643340013,-1.72807378068402,-5.65551745353795,-0.039570579680748,-0.040356535418519,-0.030262404815557,-0.019200819785378,-0.0628390828170884,97,Even though disturbing this trailer gives a good synopsis of an inspiring film that should be a must see watch.   ,Disturbing,Drama,3,She Said,VERB,"['ADV', 'SCONJ', 'VERB', 'DET', 'NOUN', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PRON', 'AUX', 'AUX', 'PRON', 'AUX', 'VERB', 'NOUN', 'PUNCT', 'SPACE']"
2,"[2.8039027102251464e-14, -1.328419875483259e-11, 2.603753197962615e-09, -2.7408324811979026e-07, 1.678905435695354e-05, -0.000605666956449949, 0.012469603696736652, -0.13681410580536016, 0.692084983626539, -1.1051949787235258]","[2.8039027102251464e-15, -1.4760220838702878e-12, 3.2546914974532686e-10, -3.915474973139861e-08, 2.7981757261589237e-06, -0.00012113339128998981, 0.003117400924184163, -0.045604701935120055, 0.3460424918132695, -1.1051949787235258, 50.8377719718092]",3,3,6,16.7754607021034,50.1958083104513,3115.39442874577,29.1766405311811,-21.6611314406281,-22.5780582030414,-8.45622714749697,-18.6201871532882,-9.2613653291338,-0.240679238229201,-0.250867313367126,-0.093958079416633,-0.206890968369868,-0.102904059212598,0.7192174047671,0.258568459649494,0.232035488834473,0.666986267124403,0.32174214563998,0.0079913044974122,0.0028729828849943,0.0025781720981608,0.0074109585236044,0.0035749127293331,5,"Shows the movie for what it is, a comedic superhero movie.  Can't believe that Helen Mirren did this. ",Silly,Fantasy,3,She Said,PROPN,"['VERB', 'DET', 'NOUN', 'ADP', 'PRON', 'PRON', 'AUX', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'NOUN', 'PUNCT', 'SPACE', 'AUX', 'PART', 'VERB', 'SCONJ', 'PROPN', 'PROPN', 'VERB', 'PRON', 'PUNCT']"
