"","StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_response","att_check_1","att_check_2","att_check_3_1","att_check_3_2","att_check_3_3","att_check_4","comp_check_1","comp_check_2","comp_check_3","timer_First.Click","timer_Last.Click","timer_Page.Submit","timer_Click.Count","comp_check_4","comp_check_5","comp_check_6","lr_satisfy_1","lr_preference_1","lr_word_gen_1","lr_pay","lf_satisfy_1","lf_preference_1","lf_word_gen_1","lf_pay","ll_satisfy_1","ll_preference_1","ll_word_gen_1","ll_pay","lm_satisfy_1","lm_preference_1","lm_word_gen_1","lm_pay","lh_satisfy_1","lh_preference_1","lh_word_gen_1","lh_pay","ercv_satisfy_1","ercv_preference_1","ercv_word_gen_1","ercv_pay","efcv_satisfy_1","efcv_preference_1","efcv_word_gen_1","efcv_pay","ercc_satisfy_1","ercc_preference_1","ercc_word_gen_1","ercc_pay","efcc_satisfy_1","efcc_preference_1","efcc_word_gen_1","efcc_pay","sfr_full_satisfy_1","sfr_full_preference_1","sfr_full_word_gen_1","sfr_full_pay","sfr_par_satisfy_1","sfr_par_preference_1","sfr_par_word_gen_1","sfr_par_pay","srf_full_satisfy_1","srf_full_preference_1","srf_full_word_gen_1","srf_full_pay","srf_par_satisfy_1","srf_par_preference_1","srf_par_word_gen_1","srf_par_pay","srfr_full_satisfy_1","srfr_full_preference_1","srfr_full_word_gen_1","srfr_full_pay","srfr_par_satisfy_1","srfr_par_preference_1","srfr_par_word_gen_1","srfr_par_pay","sfrf_full_satisfy_1","sfrf_full_preference_1","sfrf_full_word_gen_1","sfrf_full_pay","sfrf_par_satisfy_1","sfrf_par_preference_1","sfrf_par_word_gen_1","sfrf_par_pay","sfrfr_satisfy_1","sfrfr_preference_1","sfrfr_word_gen_1","sfrfr_pay","srfrf_satisfy_1","srfrf_preference_1","srfrf_word_gen_1","srfrf_pay","log_rise_satisfy_1","log_rise_preference_1","log_rise_word_gen_1","log_rise_pay","log_fall_satisfy_1","log_fall_preference_1","log_fall_word_gen_1","log_fall_pay","pc_full_satisfy_1","pc_full_preference_1","pc_full_word_gen_1","pc_full_pay","pc_par_satisfy_1","pc_par_preference_1","pc_par_word_gen_1","pc_par_pay","nc_full_satisfy_1","nc_full_preference_1","nc_full_word_gen_1","nc_full_pay","nc_par_satisfy_1","nc_par_preference_1","nc_par_word_gen_1","nc_par_pay","lrsf_satisfy_1","lrsf_preference_1","lrsf_word_gen_1","lrsf_pay","lrsfer_satisfy_1","lrsfer_preference_1","lrsfer_word_gen_1","lrsfer_pay","comp_check_7","comp_check_8","comp_check_9","gender","gender_4_TEXT","ethnicity","ethnicity_5_TEXT","age","education","education_9_TEXT","comments","StudyID","FL_34_DO"
"70","8/26/21 5:41","8/26/21 5:54","IP Address",100,779,TRUE,"8/26/21 5:54","R_T1oMhjUj3YAUNTr",NA,NA,NA,NA,41.2131958,-96.16680145,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience",NA,NA,NA,NA,NA,NA,"",69,70,"good","20000",1,1,"miserable","0",1,1,"horrible","0",0,0,"alright","500",100,100,"wonderful","20000",61,12,"good","10,000",1,1,"horrible","0",70,71,"good","10000",1,1,"horrible","0",39,40,"ok","0",70,38,"good","10000",30,1,"bad","200",1,1,"miserable","0",48,51,"ok","10000",38,22,"ok","10000",0,0,"bad","0",25,1,"bad","0",40,0,"ok","200",1,1,"bad","0",51,23,"ok","10000",1,1,"bad","0",52,39,"ok","10000",5,5,"bad","0",1,1,"miserable","0",50,31,"ok","1000",1,1,"bad","0",40,40,"ok","10000","Happiness","Customer Touchpoint","Satisfaction","Female",NA,"White","","34","Masters Degree (MS)","","","lifelines_e3","Sinusoidal_Fall_Rise_Fall_Full|Exponential_Fall_Convex|Sinusoidal_Rise_Fall_Full|Sinusoidal_Fall_Rise_Fall_Rise|Linear_Middle|Exponential_Rise_Convex|Sinusoidal_Fall_Rise_Fall_Partial|Sinusoidal_Rise_Fall_Rise_Partial|Exponential_Fall_Concave|Exponential_Rise_Concave|Negative_Change_Partial|Positive_Change_Partial|Negative_Change_Full|Sinusoidal_Fall_Rise_Partial|Linear_High|Sinusoidal_Rise_Fall_Rise_Fall|Positive_Change_Full|Linear_Fall|Sinusoidal_Rise_Fall_Partial|Linear_Rise_Sharp_Fall|Logistic_Rise|Logistic_Fall|Linear_Rise|Linear_Rise_Sharp_Fall_Exponential_Rise|Sinusoidal_Rise_Fall_Rise_Full|Linear_Low|Sinusoidal_Fall_Rise_Full"
"71","8/26/21 5:41","8/26/21 5:54","IP Address",100,764,TRUE,"8/26/21 5:54","R_10C8DBJXxsID8eB",NA,NA,NA,NA,42.36300659,-83.36270142,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience",NA,NA,NA,NA,NA,NA,"",70,70,"climb","20000",15,15,"decline","20000",0,0,"flat","20000",50,50,"middle","20000",100,100,"great","20000",65,65,"swoop","20000",25,25,"swoop","20000",71,71,"curve","20000",15,15,"fall","20000",60,60,"dip","20000",50,35,"wave","20000",10,10,"hill","20000",10,10,"slope","20000",35,10,"Rollercoaster","20000",20,20,"wave","20000",20,20,"wave","20000",20,20,"wave","20000",20,20,"wave","20000",20,20,"wave","20000",85,85,"good","20000",25,25,"even","20000",50,50,"vee","20000",40,40,"sharp","20000",15,15,"peak","20000",80,80,"peak","20000",20,20,"Bad","20000",45,45,"jagged","20000","Happiness","Customer Touchpoint","Satisfaction","Male",NA,"White","","28","High School or Equivalent","","","lifelines_e3","Sinusoidal_Rise_Fall_Rise_Full|Linear_Rise|Linear_Rise_Sharp_Fall|Sinusoidal_Fall_Rise_Partial|Linear_Low|Linear_Fall|Sinusoidal_Rise_Fall_Rise_Fall|Exponential_Rise_Convex|Logistic_Rise|Exponential_Fall_Convex|Linear_Middle|Negative_Change_Partial|Sinusoidal_Fall_Rise_Full|Linear_High|Positive_Change_Partial|Exponential_Fall_Concave|Linear_Rise_Sharp_Fall_Exponential_Rise|Sinusoidal_Fall_Rise_Fall_Full|Sinusoidal_Rise_Fall_Rise_Partial|Sinusoidal_Rise_Fall_Partial|Logistic_Fall|Sinusoidal_Fall_Rise_Fall_Partial|Positive_Change_Full|Exponential_Rise_Concave|Sinusoidal_Fall_Rise_Fall_Rise|Sinusoidal_Rise_Fall_Full|Negative_Change_Full"
"72","8/26/21 5:33","8/26/21 5:54","IP Address",100,1253,TRUE,"8/26/21 5:54","R_Wj52UQ5yAoap22l",NA,NA,NA,NA,39.33610535,-76.53890228,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience",NA,NA,NA,NA,NA,NA,"",92,95,"smooth","22000",3,3,"chaotic","2000",0,0,"poor","1000",50,50,"consistant","20000",100,100,"excellent","30000",80,89,"good","25000",35,24,"bad","4000",85,90,"good","25000",46,13,"bad","12000",70,76,"chaotic","20000",79,88,"natural","20000",40,34,"smooth","10000",26,22,"stressed","5000",67,70,"rollercoaster","15000",80,75,"rollercoaster","20000",27,21,"rollercoaster","6000",41,43,"rollercoaster","5000",65,71,"rollercoaster","20000",55,65,"rollercoaster","10000",71,75,"inconsistant","20000",38,32,"relaxed","10000",80,77,"spiked","18000",63,64,"cool","20000",30,24,"sparked","5000",34,25,"bad","5000",21,12,"natural","6000",83,91,"good","22000","Happiness","Customer Touchpoint","Satisfaction","Male",NA,"White","","25","High School or Equivalent","","very repetitive","lifelines_e3","Logistic_Rise|Logistic_Fall|Sinusoidal_Rise_Fall_Rise_Fall|Sinusoidal_Fall_Rise_Fall_Rise|Exponential_Rise_Concave|Negative_Change_Full|Exponential_Rise_Convex|Negative_Change_Partial|Sinusoidal_Rise_Fall_Full|Linear_Middle|Sinusoidal_Fall_Rise_Full|Linear_Low|Exponential_Fall_Convex|Sinusoidal_Fall_Rise_Fall_Partial|Positive_Change_Full|Linear_Rise_Sharp_Fall|Sinusoidal_Rise_Fall_Rise_Partial|Linear_Rise|Sinusoidal_Rise_Fall_Partial|Sinusoidal_Fall_Rise_Partial|Linear_Fall|Sinusoidal_Fall_Rise_Fall_Full|Positive_Change_Partial|Exponential_Fall_Concave|Linear_Rise_Sharp_Fall_Exponential_Rise|Linear_High|Sinusoidal_Rise_Fall_Rise_Full"
"73","8/26/21 5:46","8/26/21 5:54","IP Address",100,483,TRUE,"8/26/21 5:54","R_ZHOiiBx2diDYW41",NA,NA,NA,NA,33.94059753,-83.95629883,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience",NA,NA,NA,NA,NA,NA,"",55,60,"Nice","18000",3,10,"Bad","10000",1,0,"Awful","0",56,56,"Ok","17000",100,100,"Awesome","20000",57,49,"Like","19000",19,21,"Terrible ","12000",84,77,"Super","19999",52,34,"Yikes ","5500",60,61,"Complete","18000",59,61,"Satisfied ","19000",55,44,"Acceptable ","17000",18,36,"Downhill ","10000",67,51,"Turmoil","17500",56,42,"Positive","18000",13,18,"Ouch","5566",55,37,"Ouch","5555",37,36,"Varied","15000",53,41,"Rocky ","16000",69,54,"Great","18000",43,29,"Negative ","5000",52,53,"Okay","17777",38,27,"Middle","15000",56,51,"Average","18000",67,61,"Good","17500",31,17,"Bad","10000",66,63,"Happy","18888","Happiness","Customer Touchpoint","Satisfaction","Female",NA,"White","","43","College Graduate (4 year)","","","lifelines_e3","Sinusoidal_Rise_Fall_Full|Negative_Change_Full|Negative_Change_Partial|Sinusoidal_Fall_Rise_Partial|Positive_Change_Full|Linear_Fall|Positive_Change_Partial|Sinusoidal_Rise_Fall_Rise_Full|Sinusoidal_Fall_Rise_Full|Exponential_Fall_Convex|Sinusoidal_Rise_Fall_Rise_Fall|Linear_Low|Logistic_Fall|Logistic_Rise|Sinusoidal_Rise_Fall_Partial|Sinusoidal_Fall_Rise_Fall_Rise|Linear_Rise_Sharp_Fall|Linear_Rise|Sinusoidal_Rise_Fall_Rise_Partial|Linear_Middle|Exponential_Fall_Concave|Sinusoidal_Fall_Rise_Fall_Partial|Linear_High|Exponential_Rise_Concave|Exponential_Rise_Convex|Linear_Rise_Sharp_Fall_Exponential_Rise|Sinusoidal_Fall_Rise_Fall_Full"
"74","8/26/21 5:42","8/26/21 5:54","IP Address",100,718,TRUE,"8/26/21 5:54","R_u2hxCfGhAskhuOB",NA,NA,NA,NA,34.97819519,-101.928299,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience",NA,NA,NA,NA,NA,NA,"",74,36,"improving","15000",9,0,"downhill","0",1,1,"terrible","0",49,8,"steady","12000",100,100,"great","20000",49,13,"improving","3000",4,1,"negative","0",15,33,"uphill","5000",13,1,"disppointing","0",50,18,"improved","15000",30,11,"improvement","10000",48,1,"hilly","1000",59,46,"stressful","0",35,17,"unsteady","1000",33,1,"inconsistant","0",59,23,"unsteady","1500",42,15,"hills","1700",38,15,"unsteady","1000",32,51,"downhill","0",29,38,"disaster","1",28,9,"downhill","0",71,44,"valley","12000",63,29,"dramatic","0",76,7,"marginal","1200",74,1,"dramatic","10000",40,1,"rollercoaster","10000",6,1,"harsh","0","Happiness","Customer Touchpoint","Satisfaction","Female",NA,"White","","44","College Graduate (4 year)","","","lifelines_e3","Linear_Rise_Sharp_Fall|Linear_Middle|Sinusoidal_Fall_Rise_Partial|Sinusoidal_Fall_Rise_Full|Linear_High|Linear_Fall|Exponential_Fall_Concave|Sinusoidal_Rise_Fall_Rise_Partial|Exponential_Fall_Convex|Sinusoidal_Rise_Fall_Full|Linear_Rise|Negative_Change_Partial|Positive_Change_Full|Sinusoidal_Fall_Rise_Fall_Rise|Sinusoidal_Fall_Rise_Fall_Full|Negative_Change_Full|Exponential_Rise_Convex|Sinusoidal_Fall_Rise_Fall_Partial|Logistic_Fall|Positive_Change_Partial|Linear_Low|Sinusoidal_Rise_Fall_Rise_Full|Logistic_Rise|Sinusoidal_Rise_Fall_Partial|Exponential_Rise_Concave|Sinusoidal_Rise_Fall_Rise_Fall|Linear_Rise_Sharp_Fall_Exponential_Rise"
"75","8/26/21 5:39","8/26/21 5:55","IP Address",100,977,TRUE,"8/26/21 5:55","R_1CJYtQvG7PEmAxu",NA,NA,NA,NA,44.0644989,-123.1461029,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience",NA,NA,NA,NA,NA,NA,"",33,19,"complete","15000",1,1,"intolerable","0",2,12,"boring","15000",27,13,"even","15000",94,98,"perfect","22000",64,35,"tolerable","14000",2,0,"horrid","0",42,37,"increasing","17000",2,2,"terrible","0",31,13,"wave","16000",42,20,"improved","12000",6,0,"failure","1000",6,0,"dissatisfied","10000",13,7,"overwrought","13000",20,10,"dramatic","10000",7,5,"stressful","7000",8,3,"emotional","7000",17,7,"overwhelming","2000",5,0,"rollercoaster","0",39,34,"unusual","15000",5,0,"traumatic","5000",32,4,"valley","15000",6,0,"poor","3000",9,0,"bad","1000",42,26,"fallen","13000",1,0,"awful","8000",59,44,"uneven","15000","Happiness","Customer Touchpoint","Satisfaction","Female",NA,"White","","58","College Graduate (4 year)","","I don't know which is x axis and which is y axis . It's been 35 yrs since I was in school and needed to know that","lifelines_e3","Linear_Low|Positive_Change_Full|Sinusoidal_Rise_Fall_Partial|Linear_Rise_Sharp_Fall|Logistic_Fall|Sinusoidal_Fall_Rise_Partial|Linear_High|Linear_Rise_Sharp_Fall_Exponential_Rise|Negative_Change_Partial|Exponential_Rise_Concave|Sinusoidal_Fall_Rise_Fall_Full|Sinusoidal_Rise_Fall_Rise_Partial|Linear_Fall|Sinusoidal_Rise_Fall_Full|Sinusoidal_Fall_Rise_Full|Exponential_Rise_Convex|Sinusoidal_Rise_Fall_Rise_Fall|Exponential_Fall_Convex|Exponential_Fall_Concave|Sinusoidal_Fall_Rise_Fall_Rise|Sinusoidal_Rise_Fall_Rise_Full|Positive_Change_Partial|Linear_Rise|Sinusoidal_Fall_Rise_Fall_Partial|Linear_Middle|Logistic_Rise|Negative_Change_Full"
"76","8/26/21 5:43","8/26/21 5:56","IP Address",100,747,TRUE,"8/26/21 5:56","R_3KjPuA4IM9La7jX",NA,NA,NA,NA,26.07029724,-80.22480011,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience",NA,NA,NA,NA,NA,NA,"",5,8,"Flustered","7000",81,19,"Resolute","16000",98,100,"Amazing","19500",83,93,"Consistent","14000",1,6,"Infuriating","7000",5,2,"Overwhelming","12000",91,28,"Resolved","15000",31,19,"Frustrating","16000",82,45,"Faithful","16500",22,2,"Sabotaged","7500",17,1,"Difficult","11000",55,36,"Victorious","18000",70,86,"Content","17000",8,0,"Awkward","6500",10,1,"Shocked","15200",49,2,"Bizarre","11000",42,8,"Permissive","14000",18,6,"Erratic","6500",36,12,"Tolerant","15400",8,2,"Angry","9500",81,43,"Satisfactory","17000",6,60,"Betrayed","11500",23,16,"Acceptable","13000",92,23,"Triumphant","18000",10,5,"Inconvenienced","11500",53,25,"Surprising","15500",8,1,"Unacceptable","8400","Happiness","Customer Touchpoint","Satisfaction","Male",NA,"White","","33","College Graduate (4 year)","","Thank you for allowing me to participate!","lifelines_e3","Exponential_Rise_Concave|Linear_High|Logistic_Fall|Linear_Middle|Sinusoidal_Fall_Rise_Fall_Rise|Exponential_Rise_Convex|Sinusoidal_Rise_Fall_Rise_Full|Positive_Change_Partial|Linear_Rise_Sharp_Fall_Exponential_Rise|Exponential_Fall_Convex|Sinusoidal_Rise_Fall_Partial|Negative_Change_Partial|Sinusoidal_Fall_Rise_Fall_Full|Sinusoidal_Fall_Rise_Fall_Partial|Sinusoidal_Rise_Fall_Rise_Fall|Linear_Low|Logistic_Rise|Linear_Fall|Positive_Change_Full|Linear_Rise|Sinusoidal_Fall_Rise_Full|Exponential_Fall_Concave|Linear_Rise_Sharp_Fall|Sinusoidal_Rise_Fall_Full|Negative_Change_Full|Sinusoidal_Fall_Rise_Partial|Sinusoidal_Rise_Fall_Rise_Partial"
"77","8/26/21 5:42","8/26/21 5:56","IP Address",100,836,TRUE,"8/26/21 5:56","R_1qh20vXsOSMLEck",NA,NA,NA,NA,40.62080383,-74.04260254,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience",NA,NA,NA,NA,NA,NA,"",95,90,"amazing","25000",0,0,"horrible","0",0,0,"abysmal","0",50,50,"average","20000",100,100,"stupendous","30000",75,80,"satisfied","20000",0,0,"horrible","0",95,95,"amazing","25000",0,0,"horrible","0",86,50,"adequate","20000",61,60,"good","20000",19,0,"disappointing","0",1,0,"unsatisfying","0",50,50,"rocky","18000",51,9,"adequate","18000",15,1,"disappointing","0",25,0,"disappointing","0",50,35,"rocky","15000",1,1,"disappointing","0",75,75,"great","20000",14,0,"failure","0",61,49,"surprising","18000",25,25,"surprising","15000",25,0,"disappointing","0",51,25,"adequate","18000",1,1,"terrible","0",61,40,"adequate","20000","Happiness","Customer Touchpoint","Satisfaction","Female",NA,"Black","","42","College Graduate (4 year)","","This is kinda boring. 27 is too many!","lifelines_e3","Negative_Change_Full|Exponential_Rise_Convex|Sinusoidal_Fall_Rise_Fall_Partial|Sinusoidal_Rise_Fall_Partial|Negative_Change_Partial|Linear_Rise_Sharp_Fall|Linear_Fall|Exponential_Fall_Convex|Sinusoidal_Fall_Rise_Fall_Rise|Exponential_Fall_Concave|Sinusoidal_Fall_Rise_Full|Linear_Middle|Sinusoidal_Rise_Fall_Rise_Fall|Linear_Rise|Logistic_Rise|Positive_Change_Partial|Exponential_Rise_Concave|Sinusoidal_Rise_Fall_Rise_Full|Sinusoidal_Fall_Rise_Partial|Logistic_Fall|Positive_Change_Full|Linear_High|Linear_Rise_Sharp_Fall_Exponential_Rise|Sinusoidal_Rise_Fall_Full|Linear_Low|Sinusoidal_Rise_Fall_Rise_Partial|Sinusoidal_Fall_Rise_Fall_Full"
"78","8/26/21 5:38","8/26/21 5:56","IP Address",100,1054,TRUE,"8/26/21 5:56","R_ZDEKlJiQfaNISqt",NA,NA,NA,NA,43.28739929,-71.33519745,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience",NA,NA,NA,NA,NA,NA,"",40,39,"disappointing","5000",65,65,"expected","10000",100,100,"bliss","15000",32,33,"mediocre ","7000",1,1,"nightmare","0",21,20,"disappointed ","5000",78,70,"successful ","12000",19,18,"letdown","5000",56,44,"satisfied","10000",39,39,"letdown ","5000",32,33,"horrible","5000",56,56,"stressed","8000",70,70,"successful","12000",28,27,"annoyed","5000",40,40,"rollercoaster","5000",49,15,"rollercoaster","5000",38,38,"rollercoaster","5000",39,38,"rollercoaster","5000",41,40,"rollercoaster","5000",21,13,"letdown","5000",31,31,"painful","5000",27,27,"horrible","5000",38,38,"disappointing","5000",53,53,"expectations","10000",35,36,"unimpressed","7000",59,59,"justified","10000",25,23,"problematic","5000","Satisfaction","Customer Touchpoint","Satisfaction","Male",NA,"White","","","High School or Equivalent","","","lifelines_e3","Linear_Low|Positive_Change_Partial|Sinusoidal_Fall_Rise_Fall_Full|Linear_Rise|Sinusoidal_Fall_Rise_Full|Linear_Rise_Sharp_Fall_Exponential_Rise|Positive_Change_Full|Sinusoidal_Rise_Fall_Rise_Fall|Sinusoidal_Rise_Fall_Rise_Partial|Negative_Change_Full|Sinusoidal_Rise_Fall_Partial|Sinusoidal_Fall_Rise_Fall_Rise|Sinusoidal_Rise_Fall_Full|Sinusoidal_Fall_Rise_Fall_Partial|Linear_Fall|Sinusoidal_Fall_Rise_Partial|Linear_High|Linear_Middle|Exponential_Fall_Concave|Sinusoidal_Rise_Fall_Rise_Full|Exponential_Rise_Concave|Exponential_Fall_Convex|Exponential_Rise_Convex|Negative_Change_Partial|Linear_Rise_Sharp_Fall|Logistic_Fall|Logistic_Rise"
"79","8/26/21 5:35","8/26/21 5:56","IP Address",100,1230,TRUE,"8/26/21 5:56","R_88OPH5tlOVV8Oel",NA,NA,NA,NA,43.248703,-94.04019928,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience",NA,NA,NA,NA,NA,NA,"",82,82,"good","20000",9,1,"dismal","12000",2,1,"nightmare","6000",50,41,"adequate","16000",100,100,"excellent","22000",86,85,"good","20000",1,0,"nightmarish","6000",89,90,"good","20000",4,2,"awful","8000",40,51,"alright","19000",85,77,"good","18000",13,3,"terrible","12000",11,2,"awful","8000",66,61,"good","18000",74,68,"rocky","19000",13,3,"poor","13000",5,4,"awful","8000",71,68,"inconsistent","18000",45,19,"Rocky","15000",86,86,"good","21000",9,10,"terrible","10000",77,65,"okay","18000",51,41,"adequate","17000",19,2,"bad","8000",59,37,"okay","18000",2,1,"awful","8000",60,62,"good","19000","Happiness","Customer Touchpoint","Satisfaction","Female",NA,"White","","52","Some College","","No","lifelines_e3","Sinusoidal_Rise_Fall_Rise_Fall|Negative_Change_Partial|Linear_Fall|Sinusoidal_Rise_Fall_Rise_Full|Positive_Change_Partial|Sinusoidal_Fall_Rise_Fall_Full|Linear_Rise_Sharp_Fall_Exponential_Rise|Linear_Middle|Linear_High|Linear_Low|Sinusoidal_Fall_Rise_Full|Exponential_Rise_Concave|Logistic_Fall|Linear_Rise_Sharp_Fall|Sinusoidal_Rise_Fall_Partial|Linear_Rise|Exponential_Rise_Convex|Logistic_Rise|Sinusoidal_Rise_Fall_Full|Sinusoidal_Fall_Rise_Fall_Partial|Sinusoidal_Rise_Fall_Rise_Partial|Sinusoidal_Fall_Rise_Fall_Rise|Sinusoidal_Fall_Rise_Partial|Negative_Change_Full|Positive_Change_Full|Exponential_Fall_Convex|Exponential_Fall_Concave"
"80","8/26/21 5:36","8/26/21 5:56","IP Address",100,1204,TRUE,"8/26/21 5:56","R_PMKLsAx5pXPjgWJ",NA,NA,NA,NA,42.15060425,-76.05509949,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience",NA,NA,NA,NA,NA,NA,"",77,39,"Fine","20000",14,7,"Yucky","0",0,0,"Awful","0",50,28,"Boring","17000",100,100,"Awesome","20001",77,65,"Decent","20000",2,2,"Shameful","0",80,78,"Happy","20000",5,5,"Disappointing","5000",48,37,"Slow","14000",49,37,"Tiring","15000",16,5,"Sad","1000",21,5,"bad","0",38,27,"Consuming","12000",44,41,"Crazy","14000",3,3,"Angering","0",11,7,"Wasteful","0",53,34,"Confusing","14000",7,4,"Terrible","0",78,71,"Cool","20000",5,3,"Depressing","0",46,30,"Frustrating","15000",37,28,"Irritating","10000",10,5,"Ugly","0",54,20,"average","15000",3,2,"Stupid","0",49,36,"Unstable","13000","Happiness","Customer Touchpoint","Satisfaction","Male",NA,"White","","46","Some College","","None. TY","lifelines_e3","Negative_Change_Partial|Sinusoidal_Rise_Fall_Partial|Exponential_Rise_Convex|Linear_Rise|Sinusoidal_Rise_Fall_Rise_Fall|Linear_Low|Sinusoidal_Rise_Fall_Full|Logistic_Fall|Exponential_Fall_Concave|Sinusoidal_Fall_Rise_Fall_Full|Positive_Change_Full|Positive_Change_Partial|Linear_High|Sinusoidal_Fall_Rise_Partial|Linear_Fall|Sinusoidal_Rise_Fall_Rise_Partial|Linear_Middle|Sinusoidal_Fall_Rise_Fall_Rise|Logistic_Rise|Exponential_Rise_Concave|Sinusoidal_Fall_Rise_Full|Sinusoidal_Fall_Rise_Fall_Partial|Linear_Rise_Sharp_Fall|Linear_Rise_Sharp_Fall_Exponential_Rise|Exponential_Fall_Convex|Sinusoidal_Rise_Fall_Rise_Full|Negative_Change_Full"
"81","8/26/21 5:33","8/26/21 5:57","IP Address",100,1411,TRUE,"8/26/21 5:57","R_3gUebvavMRZ6Hqi",NA,NA,NA,NA,41.6867981,-81.33989716,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience",NA,NA,NA,NA,NA,NA,"",81,72,"ascending","18000",10,0,"descending","5000",0,0,"terrible","3000",71,56,"stable","16000",100,100,"superior","20000",46,45,"rising","1400",20,13,"crashing","5000",90,92,"mounting","19000",13,11,"plummeting","6000",76,55,"uneven","15000",65,59,"improving","15000",25,15,"unsettled","7000",16,15,"downward","6000",61,33,"irregular","14000",70,45,"assorted","14000",19,9,"mixed","7000",19,15,"bumpy","6000",65,29,"avried","15000",56,42,"craggy","14000",71,70,"fixed","18000",6,7,"nosediving","5000",57,55,"upgrading","14000",56,46,"improving","10000",22,20,"unfulfilling","6000",66,61,"deteriorating","10000",6,6,"adverse","4000",76,60,"climbing","17000","Happiness","Customer Touchpoint","Satisfaction","Male",NA,"White","","49","Some College","","n/a","lifelines_e3","Sinusoidal_Fall_Rise_Fall_Rise|Linear_Middle|Sinusoidal_Fall_Rise_Full|Linear_Fall|Sinusoidal_Fall_Rise_Fall_Full|Exponential_Fall_Concave|Logistic_Fall|Linear_High|Linear_Low|Linear_Rise_Sharp_Fall_Exponential_Rise|Sinusoidal_Rise_Fall_Rise_Partial|Sinusoidal_Rise_Fall_Full|Linear_Rise_Sharp_Fall|Sinusoidal_Fall_Rise_Fall_Partial|Sinusoidal_Rise_Fall_Partial|Linear_Rise|Exponential_Rise_Concave|Sinusoidal_Rise_Fall_Rise_Full|Positive_Change_Partial|Negative_Change_Partial|Sinusoidal_Fall_Rise_Partial|Logistic_Rise|Exponential_Rise_Convex|Sinusoidal_Rise_Fall_Rise_Fall|Negative_Change_Full|Positive_Change_Full|Exponential_Fall_Convex"
