"X","StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_response","att_check_1","att_check_2","att_check_3_1","att_check_3_2","att_check_3_3","att_check_4","comp_check_1","comp_check_2","comp_check_3","plot_names","satisfaction","personal_desirability","word","willingness_to_pay","subject","comp_check_7","comp_check_8","comp_check_9","wtp_original","embeddings","interestingness","sentiment_score","is_word"
4,"8/25/21 9:51","8/25/21 10:05","IP Address",100,845,TRUE,"8/25/21 10:05","R_1IauVa6frjTcvIH",NA,NA,NA,NA,28.04750061,-82.6147995,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","sin_fr_partial",70,60,"Improving",10.7981270368783,1,"Happiness","Customer Touchpoint","Satisfaction",18000,0.00171874923722656,102,0.489366769790649,TRUE
4,"8/25/21 9:51","8/25/21 10:05","IP Address",100,845,TRUE,"8/25/21 10:05","R_1IauVa6frjTcvIH",NA,NA,NA,NA,28.04750061,-82.6147995,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","sin_rf_full",24,5,"failed",9.98719682066197,1,"Happiness","Customer Touchpoint","Satisfaction",8000,-0.00104224380732422,102,-0.808103069663048,TRUE
4,"8/25/21 9:51","8/25/21 10:05","IP Address",100,845,TRUE,"8/25/21 10:05","R_1IauVa6frjTcvIH",NA,NA,NA,NA,28.04750061,-82.6147995,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","sin_rf_partial",35,10,"unfortunate",10.2103403719762,1,"Happiness","Customer Touchpoint","Satisfaction",10000,0.000151420460058594,93,-0.807487621903419,TRUE
4,"8/25/21 9:51","8/25/21 10:05","IP Address",100,845,TRUE,"8/25/21 10:05","R_1IauVa6frjTcvIH",NA,NA,NA,NA,28.04750061,-82.6147995,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","sin_rfr_full",70,55,"chaos",10.7981270368783,1,"Happiness","Customer Touchpoint","Satisfaction",18000,-0.00257574359496094,103,-0.774075090885162,TRUE
4,"8/25/21 9:51","8/25/21 10:05","IP Address",100,845,TRUE,"8/25/21 10:05","R_1IauVa6frjTcvIH",NA,NA,NA,NA,28.04750061,-82.6147995,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","sin_rfr_partial",65,45,"redemption",10.7409686230384,1,"Happiness","Customer Touchpoint","Satisfaction",17000,0.00104908414378906,96,0.564718008041382,TRUE
4,"8/25/21 9:51","8/25/21 10:05","IP Address",100,845,TRUE,"8/25/21 10:05","R_1IauVa6frjTcvIH",NA,NA,NA,NA,28.04750061,-82.6147995,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","sin_frf_full",40,25,"unsure",10.6158054800843,1,"Happiness","Customer Touchpoint","Satisfaction",15000,0.000153330368886719,99,-0.712869167327881,TRUE
4,"8/25/21 9:51","8/25/21 10:05","IP Address",100,845,TRUE,"8/25/21 10:05","R_1IauVa6frjTcvIH",NA,NA,NA,NA,28.04750061,-82.6147995,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","sin_frf_partial",35,10,"unexpected",9.98719682066197,1,"Happiness","Customer Touchpoint","Satisfaction",8000,0.00048663107609375,97,-0.531803667545319,TRUE
4,"8/25/21 9:51","8/25/21 10:05","IP Address",100,845,TRUE,"8/25/21 10:05","R_1IauVa6frjTcvIH",NA,NA,NA,NA,28.04750061,-82.6147995,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","sin_frfr",65,55,"wild",10.7409686230384,1,"Happiness","Customer Touchpoint","Satisfaction",17000,0.00333421181126563,99,-0.150505900382996,TRUE
4,"8/25/21 9:51","8/25/21 10:05","IP Address",100,845,TRUE,"8/25/21 10:05","R_1IauVa6frjTcvIH",NA,NA,NA,NA,28.04750061,-82.6147995,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","sin_rfrf",10,0,"rollercoaster",9.69951474821019,1,"Happiness","Customer Touchpoint","Satisfaction",6000,0.000779457673085937,96,-0.70612096786499,FALSE
4,"8/25/21 9:51","8/25/21 10:05","IP Address",100,845,TRUE,"8/25/21 10:05","R_1IauVa6frjTcvIH",NA,NA,NA,NA,28.04750061,-82.6147995,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","logistic_rise",60,40,"unstable",10.6803440012219,1,"Happiness","Customer Touchpoint","Satisfaction",16000,-0.000814803405378907,97,-0.82760414481163,TRUE
4,"8/25/21 9:51","8/25/21 10:05","IP Address",100,845,TRUE,"8/25/21 10:05","R_1IauVa6frjTcvIH",NA,NA,NA,NA,28.04750061,-82.6147995,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","logistic_fall",20,4,"unlasting",9.69951474821019,1,"Happiness","Customer Touchpoint","Satisfaction",6000,-0.000233600408625586,97,-0.735685557126999,FALSE
4,"8/25/21 9:51","8/25/21 10:05","IP Address",100,845,TRUE,"8/25/21 10:05","R_1IauVa6frjTcvIH",NA,NA,NA,NA,28.04750061,-82.6147995,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","positive_change_full",70,50,"unexpected",10.7981270368783,1,"Happiness","Customer Touchpoint","Satisfaction",18000,0.00048663107609375,108,-0.531803667545319,TRUE
4,"8/25/21 9:51","8/25/21 10:05","IP Address",100,845,TRUE,"8/25/21 10:05","R_1IauVa6frjTcvIH",NA,NA,NA,NA,28.04750061,-82.6147995,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","positive_change_partial",46,30,"unexpected",10.5468126085974,1,"Happiness","Customer Touchpoint","Satisfaction",14000,0.000486630822988281,101,-0.531803667545319,TRUE
4,"8/25/21 9:51","8/25/21 10:05","IP Address",100,845,TRUE,"8/25/21 10:05","R_1IauVa6frjTcvIH",NA,NA,NA,NA,28.04750061,-82.6147995,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","negative_change_full",45,15,"disappointing",10.3926619287701,1,"Happiness","Customer Touchpoint","Satisfaction",12000,-0.000631655906796876,105,-0.802764624357224,TRUE
4,"8/25/21 9:51","8/25/21 10:05","IP Address",100,845,TRUE,"8/25/21 10:05","R_1IauVa6frjTcvIH",NA,NA,NA,NA,28.04750061,-82.6147995,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","negative_change_partial",50,45,"disappointing",10.6803440012219,1,"Happiness","Customer Touchpoint","Satisfaction",16000,-0.000631655906796876,92,-0.802764624357224,TRUE
4,"8/25/21 9:51","8/25/21 10:05","IP Address",100,845,TRUE,"8/25/21 10:05","R_1IauVa6frjTcvIH",NA,NA,NA,NA,28.04750061,-82.6147995,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","linear_rise_sharp_fall",20,5,"lowly",9.29404964010203,1,"Happiness","Customer Touchpoint","Satisfaction",4000,-0.00284582293405469,89,-0.439668238162994,TRUE
4,"8/25/21 9:51","8/25/21 10:05","IP Address",100,845,TRUE,"8/25/21 10:05","R_1IauVa6frjTcvIH",NA,NA,NA,NA,28.04750061,-82.6147995,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","linear_rise_sharp_fall_exp_rise",71,50,"hiccup",10.7981270368783,1,"Happiness","Customer Touchpoint","Satisfaction",18000,-0.000916015130009179,115,-0.801244705915451,TRUE
6,"8/25/21 9:52","8/25/21 10:14","IP Address",100,1344,TRUE,"8/25/21 10:14","R_5i5QEDUHSCrbT8d",NA,NA,NA,NA,28.03179932,-80.59580231,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed both early in their customer experience and later in their customer experience","linear_rise",88,90,"increase more like it",10.6803440012219,2,"Happiness","Customer Touchpoint","Satisfaction",16000,-0.000987215940960938,81,0.517738342285156,TRUE
6,"8/25/21 9:52","8/25/21 10:14","IP Address",100,1344,TRUE,"8/25/21 10:14","R_5i5QEDUHSCrbT8d",NA,NA,NA,NA,28.03179932,-80.59580231,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed both early in their customer experience and later in their customer experience","linear_fall",75,66,"last stage is not good",10.4727046364437,2,"Happiness","Customer Touchpoint","Satisfaction",13000,0.00144070635304688,94,0.150944828987122,TRUE
6,"8/25/21 9:52","8/25/21 10:14","IP Address",100,1344,TRUE,"8/25/21 10:14","R_5i5QEDUHSCrbT8d",NA,NA,NA,NA,28.03179932,-80.59580231,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed both early in their customer experience and later in their customer experience","linear_low",20,13,"Not like it",NA,2,"Happiness","Customer Touchpoint","Satisfaction",0,0.00137682897111719,78,-0.64209657907486,TRUE
6,"8/25/21 9:52","8/25/21 10:14","IP Address",100,1344,TRUE,"8/25/21 10:14","R_5i5QEDUHSCrbT8d",NA,NA,NA,NA,28.03179932,-80.59580231,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed both early in their customer experience and later in their customer experience","linear_middle",94,83,"to care same",10.7981270368783,2,"Happiness","Customer Touchpoint","Satisfaction",18000,0.00119369968256836,67,-0.0679548382759094,TRUE
6,"8/25/21 9:52","8/25/21 10:14","IP Address",100,1344,TRUE,"8/25/21 10:14","R_5i5QEDUHSCrbT8d",NA,NA,NA,NA,28.03179932,-80.59580231,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed both early in their customer experience and later in their customer experience","linear_high",100,100,"good",10.9034875525361,2,"Happiness","Customer Touchpoint","Satisfaction",20000,0.00393134667279297,64,0.569373607635498,TRUE
6,"8/25/21 9:52","8/25/21 10:14","IP Address",100,1344,TRUE,"8/25/21 10:14","R_5i5QEDUHSCrbT8d",NA,NA,NA,NA,28.03179932,-80.59580231,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed both early in their customer experience and later in their customer experience","exp_rise_convex",9,11,"not contact next time",10.5468126085974,2,"Happiness","Customer Touchpoint","Satisfaction",14000,-0.00144939318867187,90,-0.64209657907486,TRUE
6,"8/25/21 9:52","8/25/21 10:14","IP Address",100,1344,TRUE,"8/25/21 10:14","R_5i5QEDUHSCrbT8d",NA,NA,NA,NA,28.03179932,-80.59580231,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed both early in their customer experience and later in their customer experience","exp_fall_convex",17,25,"Not good",9.00636756765025,2,"Happiness","Customer Touchpoint","Satisfaction",3000,0.00272886473058593,88,-0.64209657907486,TRUE
6,"8/25/21 9:52","8/25/21 10:14","IP Address",100,1344,TRUE,"8/25/21 10:14","R_5i5QEDUHSCrbT8d",NA,NA,NA,NA,28.03179932,-80.59580231,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed both early in their customer experience and later in their customer experience","exp_rise_concave",85,88,"this is must better",10.7409686230384,2,"Happiness","Customer Touchpoint","Satisfaction",17000,0.00197300835356445,76,0.0729008913040161,TRUE
6,"8/25/21 9:52","8/25/21 10:14","IP Address",100,1344,TRUE,"8/25/21 10:14","R_5i5QEDUHSCrbT8d",NA,NA,NA,NA,28.03179932,-80.59580231,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed both early in their customer experience and later in their customer experience","exp_fall_concave",84,83,"day to day not like it",10.6158054800843,2,"Happiness","Customer Touchpoint","Satisfaction",15000,0.00176582797685547,93,-0.0205612182617188,TRUE
6,"8/25/21 9:52","8/25/21 10:14","IP Address",100,1344,TRUE,"8/25/21 10:14","R_5i5QEDUHSCrbT8d",NA,NA,NA,NA,28.03179932,-80.59580231,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed both early in their customer experience and later in their customer experience","sin_fr_full",82,72,"This is most good",10.5468126085974,2,"Happiness","Customer Touchpoint","Satisfaction",14000,0.00234376298482421,107,0.0729008913040161,TRUE
6,"8/25/21 9:52","8/25/21 10:14","IP Address",100,1344,TRUE,"8/25/21 10:14","R_5i5QEDUHSCrbT8d",NA,NA,NA,NA,28.03179932,-80.59580231,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed both early in their customer experience and later in their customer experience","sin_fr_partial",100,82,"definitely like day to day.",10.6803440012219,2,"Happiness","Customer Touchpoint","Satisfaction",16000,0.000255737748351563,102,0.533232092857361,TRUE
6,"8/25/21 9:52","8/25/21 10:14","IP Address",100,1344,TRUE,"8/25/21 10:14","R_5i5QEDUHSCrbT8d",NA,NA,NA,NA,28.03179932,-80.59580231,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed both early in their customer experience and later in their customer experience","sin_rf_full",65,84,"go the cool moment in one time",10.3926619287701,2,"Happiness","Customer Touchpoint","Satisfaction",12000,-0.000986725507343747,102,-0.188185751438141,TRUE
6,"8/25/21 9:52","8/25/21 10:14","IP Address",100,1344,TRUE,"8/25/21 10:14","R_5i5QEDUHSCrbT8d",NA,NA,NA,NA,28.03179932,-80.59580231,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed both early in their customer experience and later in their customer experience","sin_rf_partial",55,58,"slightly decrease",10.3926619287701,2,"Happiness","Customer Touchpoint","Satisfaction",12000,-0.00228757878855469,93,-0.60582560300827,TRUE
6,"8/25/21 9:52","8/25/21 10:14","IP Address",100,1344,TRUE,"8/25/21 10:14","R_5i5QEDUHSCrbT8d",NA,NA,NA,NA,28.03179932,-80.59580231,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed both early in their customer experience and later in their customer experience","sin_rfr_full",61,69,"low to high experience",10.2103403719762,2,"Happiness","Customer Touchpoint","Satisfaction",10000,-0.00169133578939453,103,-0.62202262878418,TRUE
6,"8/25/21 9:52","8/25/21 10:14","IP Address",100,1344,TRUE,"8/25/21 10:14","R_5i5QEDUHSCrbT8d",NA,NA,NA,NA,28.03179932,-80.59580231,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed both early in their customer experience and later in their customer experience","sin_rfr_partial",36,32,"not satisfied the customer care",10.4727046364437,2,"Happiness","Customer Touchpoint","Satisfaction",13000,0.00286498868751953,96,-0.64209657907486,TRUE
6,"8/25/21 9:52","8/25/21 10:14","IP Address",100,1344,TRUE,"8/25/21 10:14","R_5i5QEDUHSCrbT8d",NA,NA,NA,NA,28.03179932,-80.59580231,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed both early in their customer experience and later in their customer experience","sin_frf_full",24,26,"definitely not like the customer service.",10.6158054800843,2,"Happiness","Customer Touchpoint","Satisfaction",15000,0.000552161347085938,99,0.533232092857361,TRUE
6,"8/25/21 9:52","8/25/21 10:14","IP Address",100,1344,TRUE,"8/25/21 10:14","R_5i5QEDUHSCrbT8d",NA,NA,NA,NA,28.03179932,-80.59580231,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed both early in their customer experience and later in their customer experience","sin_frf_partial",97,67,"sometime to like it",10.6158054800843,2,"Happiness","Customer Touchpoint","Satisfaction",15000,-0.000252314537724609,97,-0.163487553596497,TRUE
6,"8/25/21 9:52","8/25/21 10:14","IP Address",100,1344,TRUE,"8/25/21 10:14","R_5i5QEDUHSCrbT8d",NA,NA,NA,NA,28.03179932,-80.59580231,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed both early in their customer experience and later in their customer experience","sin_frfr",49,63,"this is cool and calm",10.4727046364437,2,"Happiness","Customer Touchpoint","Satisfaction",13000,0.00388697384983593,99,0.0729008913040161,TRUE
6,"8/25/21 9:52","8/25/21 10:14","IP Address",100,1344,TRUE,"8/25/21 10:14","R_5i5QEDUHSCrbT8d",NA,NA,NA,NA,28.03179932,-80.59580231,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed both early in their customer experience and later in their customer experience","sin_rfrf",53,27,"Low to high",10.2103403719762,2,"Happiness","Customer Touchpoint","Satisfaction",10000,-0.00163762813259766,96,-0.62202262878418,TRUE
6,"8/25/21 9:52","8/25/21 10:14","IP Address",100,1344,TRUE,"8/25/21 10:14","R_5i5QEDUHSCrbT8d",NA,NA,NA,NA,28.03179932,-80.59580231,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed both early in their customer experience and later in their customer experience","logistic_rise",83,88,"day to day more like it ",10.6803440012219,2,"Happiness","Customer Touchpoint","Satisfaction",16000,0.00176650321611328,97,-0.0205612182617188,TRUE
6,"8/25/21 9:52","8/25/21 10:14","IP Address",100,1344,TRUE,"8/25/21 10:14","R_5i5QEDUHSCrbT8d",NA,NA,NA,NA,28.03179932,-80.59580231,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed both early in their customer experience and later in their customer experience","logistic_fall",29,22,"this is not fair",9.98719682066197,2,"Happiness","Customer Touchpoint","Satisfaction",8000,0.000766072365605468,97,0.0729008913040161,TRUE
6,"8/25/21 9:52","8/25/21 10:14","IP Address",100,1344,TRUE,"8/25/21 10:14","R_5i5QEDUHSCrbT8d",NA,NA,NA,NA,28.03179932,-80.59580231,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed both early in their customer experience and later in their customer experience","positive_change_full",74,57,"Not good",9.29404964010203,2,"Happiness","Customer Touchpoint","Satisfaction",4000,0.00272886440679687,108,-0.64209657907486,TRUE
6,"8/25/21 9:52","8/25/21 10:14","IP Address",100,1344,TRUE,"8/25/21 10:14","R_5i5QEDUHSCrbT8d",NA,NA,NA,NA,28.03179932,-80.59580231,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed both early in their customer experience and later in their customer experience","positive_change_partial",68,54,"day to day like it",10.5468126085974,2,"Happiness","Customer Touchpoint","Satisfaction",14000,0.00139145170658203,101,-0.0205612182617188,TRUE
6,"8/25/21 9:52","8/25/21 10:14","IP Address",100,1344,TRUE,"8/25/21 10:14","R_5i5QEDUHSCrbT8d",NA,NA,NA,NA,28.03179932,-80.59580231,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed both early in their customer experience and later in their customer experience","negative_change_full",64,71,"go to high",10.1049798563184,2,"Happiness","Customer Touchpoint","Satisfaction",9000,-0.00167673599019531,105,-0.188185751438141,TRUE
6,"8/25/21 9:52","8/25/21 10:14","IP Address",100,1344,TRUE,"8/25/21 10:14","R_5i5QEDUHSCrbT8d",NA,NA,NA,NA,28.03179932,-80.59580231,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed both early in their customer experience and later in their customer experience","negative_change_partial",77,76,"Increase more good.",10.5468126085974,2,"Happiness","Customer Touchpoint","Satisfaction",14000,0.00118158266825,92,0.517738342285156,TRUE
6,"8/25/21 9:52","8/25/21 10:14","IP Address",100,1344,TRUE,"8/25/21 10:14","R_5i5QEDUHSCrbT8d",NA,NA,NA,NA,28.03179932,-80.59580231,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed both early in their customer experience and later in their customer experience","linear_rise_sharp_fall",36,22,"this is not good",9.29404964010203,2,"Happiness","Customer Touchpoint","Satisfaction",4000,0.00242636072648437,89,0.0729008913040161,TRUE
6,"8/25/21 9:52","8/25/21 10:14","IP Address",100,1344,TRUE,"8/25/21 10:14","R_5i5QEDUHSCrbT8d",NA,NA,NA,NA,28.03179932,-80.59580231,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed both early in their customer experience and later in their customer experience","linear_rise_sharp_fall_exp_rise",91,83,"to feel is good",10.5468126085974,2,"Happiness","Customer Touchpoint","Satisfaction",14000,0.00160534363151172,115,-0.0679548382759094,TRUE
7,"8/25/21 9:56","8/25/21 10:20","IP Address",100,1412,TRUE,"8/25/21 10:20","R_2Cv0LTV7cybfM5b",NA,NA,NA,NA,40.67640686,-73.87529755,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","linear_rise",100,100,"Good",10.9034875525361,3,"Happiness","Customer Touchpoint","Satisfaction",20000,0.00393134667279297,81,0.569373607635498,TRUE
7,"8/25/21 9:56","8/25/21 10:20","IP Address",100,1412,TRUE,"8/25/21 10:20","R_2Cv0LTV7cybfM5b",NA,NA,NA,NA,40.67640686,-73.87529755,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","linear_fall",5,5,"Poor",9.51719319141624,3,"Happiness","Customer Touchpoint","Satisfaction",5000,-0.000245693311835937,94,-0.75335319340229,TRUE
7,"8/25/21 9:56","8/25/21 10:20","IP Address",100,1412,TRUE,"8/25/21 10:20","R_2Cv0LTV7cybfM5b",NA,NA,NA,NA,40.67640686,-73.87529755,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","linear_low",0,0,"Bad",9.51719319141624,3,"Happiness","Customer Touchpoint","Satisfaction",5000,-0.000775518062304686,78,-0.6385458111763,TRUE
