"X","StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_response","att_check_1","att_check_2","att_check_3_1","att_check_3_2","att_check_3_3","att_check_4","comp_check_1","comp_check_2","comp_check_3","plot_names","hiring_likelihood","word_gen","subject","comp_check_7","comp_check_8","comp_check_9","politics_1","gender","gender_4_TEXT","ethnicity","ethnicity_5_TEXT","age","education","education_9_TEXT","comments","StudyID","attention_check","attention_check2","comp_check","n_after_exclusions","embeddings","interestingness","sentiment_score","is_word"
1,"3/7/22 15:13","3/7/22 15:18","IP Address",100,326,TRUE,"3/7/22 15:18","R_2c0gHkeZ2sY0jWz",NA,NA,NA,NA,43.08180237,-87.89199829,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ","sin_rf_full",11,"negative",1,"Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",0,"Male",NA,"White","",35,"High School or Equivalent","","No idea how I was supposed to come up with that many different words for graphs.","lifelines_e5",0,1,0,141,-0.00034233525113086,89,-0.692297875881195,TRUE
1,"3/7/22 15:13","3/7/22 15:18","IP Address",100,326,TRUE,"3/7/22 15:18","R_2c0gHkeZ2sY0jWz",NA,NA,NA,NA,43.08180237,-87.89199829,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ","sin_rf_partial",1,"bad",1,"Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",0,"Male",NA,"White","",35,"High School or Equivalent","","No idea how I was supposed to come up with that many different words for graphs.","lifelines_e5",0,1,0,141,-0.000775519757695312,89,-0.6385458111763,TRUE
1,"3/7/22 15:13","3/7/22 15:18","IP Address",100,326,TRUE,"3/7/22 15:18","R_2c0gHkeZ2sY0jWz",NA,NA,NA,NA,43.08180237,-87.89199829,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ","sin_rfr_full",80,"balanced",1,"Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",0,"Male",NA,"White","",35,"High School or Equivalent","","No idea how I was supposed to come up with that many different words for graphs.","lifelines_e5",0,1,0,141,0.000707617426664062,69,0.413839936256409,TRUE
1,"3/7/22 15:13","3/7/22 15:18","IP Address",100,326,TRUE,"3/7/22 15:18","R_2c0gHkeZ2sY0jWz",NA,NA,NA,NA,43.08180237,-87.89199829,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ","sin_rfr_partial",75,"great",1,"Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",0,"Male",NA,"White","",35,"High School or Equivalent","","No idea how I was supposed to come up with that many different words for graphs.","lifelines_e5",0,1,0,141,0.0038645882469082,80,0.70619523525238,TRUE
1,"3/7/22 15:13","3/7/22 15:18","IP Address",100,326,TRUE,"3/7/22 15:18","R_2c0gHkeZ2sY0jWz",NA,NA,NA,NA,43.08180237,-87.89199829,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ","sin_frf_full",6,"hectic",1,"Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",0,"Male",NA,"White","",35,"High School or Equivalent","","No idea how I was supposed to come up with that many different words for graphs.","lifelines_e5",0,1,0,141,0.00277153762002344,69,-0.754023134708405,TRUE
1,"3/7/22 15:13","3/7/22 15:18","IP Address",100,326,TRUE,"3/7/22 15:18","R_2c0gHkeZ2sY0jWz",NA,NA,NA,NA,43.08180237,-87.89199829,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ","sin_frf_partial",7,"disgusting",1,"Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",0,"Male",NA,"White","",35,"High School or Equivalent","","No idea how I was supposed to come up with that many different words for graphs.","lifelines_e5",0,1,0,141,0.000421075985445312,80,-0.791851699352264,TRUE
1,"3/7/22 15:13","3/7/22 15:18","IP Address",100,326,TRUE,"3/7/22 15:18","R_2c0gHkeZ2sY0jWz",NA,NA,NA,NA,43.08180237,-87.89199829,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ","sin_frfr",50,"swarthy",1,"Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",0,"Male",NA,"White","",35,"High School or Equivalent","","No idea how I was supposed to come up with that many different words for graphs.","lifelines_e5",0,1,0,141,0.000302668458642577,61,-0.195056617259979,TRUE
1,"3/7/22 15:13","3/7/22 15:18","IP Address",100,326,TRUE,"3/7/22 15:18","R_2c0gHkeZ2sY0jWz",NA,NA,NA,NA,43.08180237,-87.89199829,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ","sin_rfrf",5,"horrid",1,"Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",0,"Male",NA,"White","",35,"High School or Equivalent","","No idea how I was supposed to come up with that many different words for graphs.","lifelines_e5",0,1,0,141,0.000567056790683594,79,-0.77660346031189,TRUE
1,"3/7/22 15:13","3/7/22 15:18","IP Address",100,326,TRUE,"3/7/22 15:18","R_2c0gHkeZ2sY0jWz",NA,NA,NA,NA,43.08180237,-87.89199829,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ","logistic_rise",95,"fantastic",1,"Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",0,"Male",NA,"White","",35,"High School or Equivalent","","No idea how I was supposed to come up with that many different words for graphs.","lifelines_e5",0,1,0,141,0.00242166590464844,92,0.724982976913452,TRUE
1,"3/7/22 15:13","3/7/22 15:18","IP Address",100,326,TRUE,"3/7/22 15:18","R_2c0gHkeZ2sY0jWz",NA,NA,NA,NA,43.08180237,-87.89199829,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ","logistic_fall",5,"poor",1,"Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",0,"Male",NA,"White","",35,"High School or Equivalent","","No idea how I was supposed to come up with that many different words for graphs.","lifelines_e5",0,1,0,141,-0.000245694356738281,86,-0.75335319340229,TRUE
1,"3/7/22 15:13","3/7/22 15:18","IP Address",100,326,TRUE,"3/7/22 15:18","R_2c0gHkeZ2sY0jWz",NA,NA,NA,NA,43.08180237,-87.89199829,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ","positive_change_full",72,"strange",1,"Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",0,"Male",NA,"White","",35,"High School or Equivalent","","No idea how I was supposed to come up with that many different words for graphs.","lifelines_e5",0,1,0,141,-0.000849832944277344,101,-0.68180313706398,TRUE
1,"3/7/22 15:13","3/7/22 15:18","IP Address",100,326,TRUE,"3/7/22 15:18","R_2c0gHkeZ2sY0jWz",NA,NA,NA,NA,43.08180237,-87.89199829,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ","positive_change_partial",50,"odd",1,"Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",0,"Male",NA,"White","",35,"High School or Equivalent","","No idea how I was supposed to come up with that many different words for graphs.","lifelines_e5",0,1,0,141,-0.00122267462355273,104,-0.713686496019363,TRUE
1,"3/7/22 15:13","3/7/22 15:18","IP Address",100,326,TRUE,"3/7/22 15:18","R_2c0gHkeZ2sY0jWz",NA,NA,NA,NA,43.08180237,-87.89199829,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ","negative_change_full",0,"gross",1,"Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",0,"Male",NA,"White","",35,"High School or Equivalent","","No idea how I was supposed to come up with that many different words for graphs.","lifelines_e5",0,1,0,141,0.0000942100624999999,93,-0.761645391583443,TRUE
1,"3/7/22 15:13","3/7/22 15:18","IP Address",100,326,TRUE,"3/7/22 15:18","R_2c0gHkeZ2sY0jWz",NA,NA,NA,NA,43.08180237,-87.89199829,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ","negative_change_partial",50,"focused",1,"Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",0,"Male",NA,"White","",35,"High School or Equivalent","","No idea how I was supposed to come up with that many different words for graphs.","lifelines_e5",0,1,0,141,0.00128178333710937,90,0.00676405429840088,TRUE
1,"3/7/22 15:13","3/7/22 15:18","IP Address",100,326,TRUE,"3/7/22 15:18","R_2c0gHkeZ2sY0jWz",NA,NA,NA,NA,43.08180237,-87.89199829,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ","linear_rise_sharp_fall",7,"sad",1,"Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",0,"Male",NA,"White","",35,"High School or Equivalent","","No idea how I was supposed to come up with that many different words for graphs.","lifelines_e5",0,1,0,141,0.000412767396332033,78,-0.760498642921448,TRUE
1,"3/7/22 15:13","3/7/22 15:18","IP Address",100,326,TRUE,"3/7/22 15:18","R_2c0gHkeZ2sY0jWz",NA,NA,NA,NA,43.08180237,-87.89199829,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ","linear_rise_sharp_fall_exp_rise",81,"volatile",1,"Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",0,"Male",NA,"White","",35,"High School or Equivalent","","No idea how I was supposed to come up with that many different words for graphs.","lifelines_e5",0,1,0,141,-0.00113905640123047,95,-0.685641378164291,TRUE
2,"3/7/22 15:12","3/7/22 15:18","IP Address",100,352,TRUE,"3/7/22 15:18","R_2y44lkc2TBMh92g",NA,NA,NA,NA,33.86540222,-84.33850098,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ","linear_rise",80,"Resilient ",2,"Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",19,"Female",NA,"White","",34,"College Graduate (4 year)","","","lifelines_e5",0,1,0,141,0.00232376724142578,62,0.0459748506546021,TRUE
2,"3/7/22 15:12","3/7/22 15:18","IP Address",100,352,TRUE,"3/7/22 15:18","R_2y44lkc2TBMh92g",NA,NA,NA,NA,33.86540222,-84.33850098,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ","linear_fall",15,"Flailing ",2,"Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",19,"Female",NA,"White","",34,"College Graduate (4 year)","","","lifelines_e5",0,1,0,141,0.000240389011406251,79,-0.760925382375717,TRUE
2,"3/7/22 15:12","3/7/22 15:18","IP Address",100,352,TRUE,"3/7/22 15:18","R_2y44lkc2TBMh92g",NA,NA,NA,NA,33.86540222,-84.33850098,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ","linear_low",1,"Terrible",2,"Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",19,"Female",NA,"White","",34,"College Graduate (4 year)","","","lifelines_e5",0,1,0,141,0.00017969021319336,59,-0.770108759403229,TRUE
2,"3/7/22 15:12","3/7/22 15:18","IP Address",100,352,TRUE,"3/7/22 15:18","R_2y44lkc2TBMh92g",NA,NA,NA,NA,33.86540222,-84.33850098,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ","linear_middle",50,"Stagnant ",2,"Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",19,"Female",NA,"White","",34,"College Graduate (4 year)","","","lifelines_e5",0,1,0,141,0.000833562281828711,37,-0.803162068128586,TRUE
2,"3/7/22 15:12","3/7/22 15:18","IP Address",100,352,TRUE,"3/7/22 15:18","R_2y44lkc2TBMh92g",NA,NA,NA,NA,33.86540222,-84.33850098,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ","linear_high",100,"Perfection",2,"Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",19,"Female",NA,"White","",34,"College Graduate (4 year)","","","lifelines_e5",0,1,0,141,0.00225738882320235,52,0.719812631607056,TRUE
2,"3/7/22 15:12","3/7/22 15:18","IP Address",100,352,TRUE,"3/7/22 15:18","R_2y44lkc2TBMh92g",NA,NA,NA,NA,33.86540222,-84.33850098,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ","exp_rise_convex",91,"Resounding",2,"Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",19,"Female",NA,"White","",34,"College Graduate (4 year)","","","lifelines_e5",0,1,0,141,0.000237614928867187,90,-0.439409852027893,TRUE
2,"3/7/22 15:12","3/7/22 15:18","IP Address",100,352,TRUE,"3/7/22 15:18","R_2y44lkc2TBMh92g",NA,NA,NA,NA,33.86540222,-84.33850098,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ","exp_fall_convex",12,"Sad",2,"Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",19,"Female",NA,"White","",34,"College Graduate (4 year)","","","lifelines_e5",0,1,0,141,0.000412767396332033,83,-0.760498642921448,TRUE
2,"3/7/22 15:12","3/7/22 15:18","IP Address",100,352,TRUE,"3/7/22 15:18","R_2y44lkc2TBMh92g",NA,NA,NA,NA,33.86540222,-84.33850098,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ","exp_rise_concave",84,"Impressive",2,"Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",19,"Female",NA,"White","",34,"College Graduate (4 year)","","","lifelines_e5",0,1,0,141,0.000487230222832031,88,0.662636518478394,TRUE
2,"3/7/22 15:12","3/7/22 15:18","IP Address",100,352,TRUE,"3/7/22 15:18","R_2y44lkc2TBMh92g",NA,NA,NA,NA,33.86540222,-84.33850098,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ","exp_fall_concave",10,"Meh",2,"Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",19,"Female",NA,"White","",34,"College Graduate (4 year)","","","lifelines_e5",0,1,0,141,0.00169614555877539,93,-0.533860832452774,FALSE
2,"3/7/22 15:12","3/7/22 15:18","IP Address",100,352,TRUE,"3/7/22 15:18","R_2y44lkc2TBMh92g",NA,NA,NA,NA,33.86540222,-84.33850098,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ","sin_fr_full",60,"Redemption",2,"Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",19,"Female",NA,"White","",34,"College Graduate (4 year)","","","lifelines_e5",0,1,0,141,0.00104908722474609,102,0.564718008041382,TRUE
2,"3/7/22 15:12","3/7/22 15:18","IP Address",100,352,TRUE,"3/7/22 15:18","R_2y44lkc2TBMh92g",NA,NA,NA,NA,33.86540222,-84.33850098,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ","sin_fr_partial",50,"Improvement",2,"Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",19,"Female",NA,"White","",34,"College Graduate (4 year)","","","lifelines_e5",0,1,0,141,0.00139568612882813,95,0.546980261802673,TRUE
2,"3/7/22 15:12","3/7/22 15:18","IP Address",100,352,TRUE,"3/7/22 15:18","R_2y44lkc2TBMh92g",NA,NA,NA,NA,33.86540222,-84.33850098,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ","sin_rf_full",18,"Uneven",2,"Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",19,"Female",NA,"White","",34,"College Graduate (4 year)","","","lifelines_e5",0,1,0,141,-0.00105242367311856,89,-0.825471818447113,TRUE
2,"3/7/22 15:12","3/7/22 15:18","IP Address",100,352,TRUE,"3/7/22 15:18","R_2y44lkc2TBMh92g",NA,NA,NA,NA,33.86540222,-84.33850098,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ","sin_rf_partial",41,"Improving",2,"Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",19,"Female",NA,"White","",34,"College Graduate (4 year)","","","lifelines_e5",0,1,0,141,0.00171874960477734,89,0.489366769790649,TRUE
2,"3/7/22 15:12","3/7/22 15:18","IP Address",100,352,TRUE,"3/7/22 15:18","R_2y44lkc2TBMh92g",NA,NA,NA,NA,33.86540222,-84.33850098,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ","sin_rfr_full",23,"Uneven",2,"Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",19,"Female",NA,"White","",34,"College Graduate (4 year)","","","lifelines_e5",0,1,0,141,-0.00105242367311856,69,-0.825471818447113,TRUE
2,"3/7/22 15:12","3/7/22 15:18","IP Address",100,352,TRUE,"3/7/22 15:18","R_2y44lkc2TBMh92g",NA,NA,NA,NA,33.86540222,-84.33850098,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ","sin_rfr_partial",20,"Uneven",2,"Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",19,"Female",NA,"White","",34,"College Graduate (4 year)","","","lifelines_e5",0,1,0,141,-0.00105242367311856,80,-0.825471818447113,TRUE
2,"3/7/22 15:12","3/7/22 15:18","IP Address",100,352,TRUE,"3/7/22 15:18","R_2y44lkc2TBMh92g",NA,NA,NA,NA,33.86540222,-84.33850098,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ","sin_frf_full",15,"Uneven",2,"Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",19,"Female",NA,"White","",34,"College Graduate (4 year)","","","lifelines_e5",0,1,0,141,-0.00105242367311856,69,-0.825471818447113,TRUE
2,"3/7/22 15:12","3/7/22 15:18","IP Address",100,352,TRUE,"3/7/22 15:18","R_2y44lkc2TBMh92g",NA,NA,NA,NA,33.86540222,-84.33850098,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ","sin_frf_partial",31,"Uneven",2,"Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",19,"Female",NA,"White","",34,"College Graduate (4 year)","","","lifelines_e5",0,1,0,141,-0.00105242367311856,80,-0.825471818447113,TRUE
