"","StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_response","att_check_1","att_check_2","att_check_3_1","att_check_3_2","att_check_3_3","att_check_4","comp_check_1","comp_check_2","comp_check_3","timer_First.Click","timer_Last.Click","timer_Page.Submit","timer_Click.Count","comp_check_4","comp_check_5","comp_check_6","lr_preference_1","lr_word_gen_1","lf_preference_1","lf_word_gen_1","ll_preference_1","ll_word_gen_1","lm_preference_1","lm_word_gen_1","lh_preference_1","lh_word_gen_1","ercv_preference_1","ercv_word_gen_1","efcv_preference_1","efcv_word_gen_1","ercc_preference_1","ercc_word_gen_1","efcc_preference_1","efcc_word_gen_1","sfr_full_preference_1","sfr_full_word_gen_1","sfr_par_preference_1","sfr_par_word_gen_1","srf_full_preference_1","srf_full_word_gen_1","srf_par_preference_1","srf_par_word_gen_1","srfr_full_preference_1","srfr_full_word_gen_1","srfr_par_preference_1","srfr_par_word_gen_1","sfrf_full_preference_1","sfrf_full_word_gen_1","sfrf_par_preference_1","sfrf_par_word_gen_1","sfrfr_preference_1","sfrfr_word_gen_1","srfrf_preference_1","srfrf_word_gen_1","log_rise_preference_1","log_rise_word_gen_1","log_fall_preference_1","log_fall_word_gen_1","pc_full_preference_1","pc_full_word_gen_1","pc_par_preference_1","pc_par_word_gen_1","nc_full_preference_1","nc_full_word_gen_1","nc_par_preference_1","nc_par_word_gen_1","lrsf_preference_1","lrsf_word_gen_1","lrsfer_preference_1","lrsfer_word_gen_1","comp_check_7","comp_check_8","comp_check_9","politics_1","gender","gender_4_TEXT","ethnicity","ethnicity_5_TEXT","age","education","education_9_TEXT","comments","StudyID"
"11","3/7/22 15:13","3/7/22 15:21","IP Address",100,473,TRUE,"3/7/22 15:21","R_3I0H2xU9MsE3TgQ",NA,NA,NA,NA,42.11239624,-87.97899628,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ",NA,NA,NA,NA,NA,NA,"",100,"aggressive ",0,"bad ",4,"dead ",50,"even",100,"smart",92,"bold ",8,"smooth ",66,"go-getter ",10,"lazy",8,"uneven ",41,"erratic",50,"erratic ",10,"wrong ",21,"unstable ",30,"unstable ",8,"neurotic ",14,"unstable ",8,"neurotic ",9,"flighty",50,"uneven",9,"lazy ",10,"psychotic ",2,"bad ",12,"irrational",19,"uneven ",20,"spastic",51,"attentive ","Perceived Performance","Time","Give a one-word summary of the candidate's interview performance",40,"Female",NA,"White","",43,"Some College","","fun survey!","lifelines_e5"
"12","3/7/22 15:12","3/7/22 15:21","IP Address",100,525,TRUE,"3/7/22 15:21","R_2SeqvFpmKSLmsps",NA,NA,NA,NA,47.90390015,-122.5657043,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ",NA,NA,NA,NA,NA,NA,"",92,"steady",8,"no!",2,"disappointing",61,"potential",100,"overachiever",52,"potential",3,"disappointing",91,"solid",32,"suspicious",32,"confusing",50,"improving",24,"suspicious",42,"average",10,"unstable",32,"at-risk",30,"suspicious",23,"meh",50,"unsure",30,"interesting",61,"surprise",10,"disappointing",29,"atypical",20,"curious",38,"torn",72,"decent",10,"unimpressive",23,"erratic","Perceived Performance","Time","Give a one-word summary of the candidate's interview performance",5,"Female",NA,"Mixed","",28,"College Graduate (4 year)","","","lifelines_e5"
"13","3/7/22 15:14","3/7/22 15:21","IP Address",100,423,TRUE,"3/7/22 15:21","R_3QQT5VYXucGQhkv",NA,NA,NA,NA,29.53590393,-98.49430084,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ",NA,NA,NA,NA,NA,NA,"",100,"Consistent ",0,"Disappointing",0,"Bland",50,"Boring",100,"Consistent ",90,"Value",0,"Disappointing",100,"Exemplary",0,"Disappointing ",80,"Unique",62,"Interesting",0,"Disappointing",0,"Disappointing",68,"Wild",62,"Wild",0,"Disappointing",0,"Disappointing",70,"Wavering",0,"Disappointing",67,"Intriguing ",0,"Disappointing",80,"Interesting",50,"Intriguing ",0,"Disappointing",50,"Deflating ",0,"Disappointing",50,"Wild","Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",50,"Male",NA,"White","",29,"College Graduate (4 year)","","none","lifelines_e5"
"14","3/7/22 15:14","3/7/22 15:21","IP Address",100,465,TRUE,"3/7/22 15:21","R_3I06EWGuGgMY4fe",NA,NA,NA,NA,39.92410278,-105.0639038,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ",NA,NA,NA,NA,NA,NA,"",48,"better",20,"bombed",0,"terrible",71,"mediocre",100,"fantastic",71,"uphill",0,"bad",60,"better",20,"downhill",14,"better",40,"better",19,"pressure",19,"bad",24,"unpredictable",29,"neutral",19,"unpredictable",13,"okay",9,"unpredictable",10,"unpredictable",19,"better",19,"bad",30,"neutral",9,"bad",9,"bad",19,"controversial",13,"unimpressive",20,"concerning","Time","Perceived Performance","Indicate how likely it was that you would hire the candidate",0,"Male",NA,"White","",23,"College Graduate (4 year)","","","lifelines_e5"
"15","3/7/22 15:15","3/7/22 15:22","IP Address",100,424,TRUE,"3/7/22 15:22","R_1LojED7eORQkyO2",NA,NA,NA,NA,44.2769928,-88.40110016,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ",NA,NA,NA,NA,NA,NA,"",60,"promising",17,"declining",0,"terrible",65,"steady",100,"excellent",60,"improving",0,"bad",81,"impressive",0,"disappointing",28,"maybe",39,"possibility",10,"poor",8,"bad",30,"variable",50,"inconsistent",10,"unimpressive",26,"unreliable",35,"inconsistent",23,"unreliable",28,"possibility",0,"bad",39,"concerning",20,"poor",7,"bad",61,"potential",0,"poor",50,"inconsistent","Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",50,"Female",NA,"White","",46,"Masters Degree (MS)","","","lifelines_e5"
"16","3/7/22 15:14","3/7/22 15:22","IP Address",100,449,TRUE,"3/7/22 15:22","R_1hRtBsOQ6pNcCmG",NA,NA,NA,NA,32.74530029,-117.2449036,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ",NA,NA,NA,NA,NA,NA,"",81,"good",1,"bad",0,"terrible",54,"mediocre",100,"perfect",29,"improving",1,"poor",91,"strong",26,"unideal",61,"capable",80,"strong",20,"bad",33,"plummeting",71,"competent",70,"mixed",40,"mixed",24,"bad",71,"spiralling",20,"bipolar",75,"competent",30,"bad",41,"somewhat-capable",50,"mixed",1,"inappropriate",70,"semi-competent",1,"poor",65,"capable","Perceived Performance","Time","Give a one-word summary of the candidate's interview performance",29,"Female",NA,"White","",22,"Some College","","","lifelines_e5"
"17","3/7/22 15:13","3/7/22 15:22","IP Address",100,522,TRUE,"3/7/22 15:22","R_22QBBdirIwn84DK",NA,NA,NA,NA,32.7796936,-96.80220032,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ",NA,NA,NA,NA,NA,NA,"",85,"Impressive ",11,"Tanked",5,"Unimpressed ",11,"Unimpressed",95,"Perfect ",83,"Shocking ",13,"Pessimism ",84,"Convinced ",13,"Disaster ",17,"Iffy",71,"Surprised ",30,"Unsure",13,"Decline",20,"Wonky",29,"Uncertain ",84,"Unreliable ",37,"Rocky",23,"Rollercoaster ",24,"Unpredictable ",70,"Optimistic ",11,"Disappointed ",52,"Surprised ",14,"Disappointed ",0,"Affirmed",62,"Possibly ",13,"Underwhelmed ",60,"Interesting ","Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",40,"Female",NA,"White","",43,"Masters Degree (MS)","","","lifelines_e5"
"18","3/7/22 15:14","3/7/22 15:22","IP Address",100,466,TRUE,"3/7/22 15:22","R_3Hklzhg74hR2Gx2",NA,NA,NA,NA,27.69610596,-97.39990234,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ",NA,NA,NA,NA,NA,NA,"",68,"good",0,"bad",0,"bad",50,"middling",79,"good",66,"good",14,"bad",82,"good",3,"bad",62,"good",88,"good",9,"bell",19,"bad",73,"good",84,"good",23,"inconsistent",9,"middling",77,"good",9,"bad",72,"good",10,"bad",75,"okay",21,"bad",5,"bad",51,"middling",4,"bad",50,"middling","Perceived Performance","Time","Give a one-word summary of the candidate's interview performance",0,"Female",NA,"White","",34,"College Graduate (4 year)","","","lifelines_e5"
"19","3/7/22 15:13","3/7/22 15:22","IP Address",100,534,TRUE,"3/7/22 15:22","R_2SIuqTIFabDDtIy",NA,NA,NA,NA,43.16119385,-78.69460297,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ",NA,NA,NA,NA,NA,NA,"",90,"positive",10,"disappointing",0,"unimpressive",51,"unsure",100,"capable",100,"capable",5,"disappointing",100,"impressive",30,"disappointing",91,"surprising",92,"positive",30,"unreliable",9,"disappointing",82,"positive",85,"skeptical",6,"unrealiable",5,"disappointing",9,"unreliable",9,"shaky",100,"impressive",0,"disappointing",92,"impressive",100,"impressive",24,"disappointing",50,"shaky",0,"unfavorable",95,"promising","Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",15,"Female",NA,"Mixed","",25,"Vocational/Technical School (2 year)","","","lifelines_e5"
"20","3/7/22 15:13","3/7/22 15:22","IP Address",100,523,TRUE,"3/7/22 15:22","R_28MQev9sDRZJ8uW",NA,NA,NA,NA,36.13319397,-82.41220093,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ",NA,NA,NA,NA,NA,NA,"",15,"stressful",65,"good",94,"cool",48,"average",0,"stressful",20,"stressful",77,"good",10,"stressful",69,"better",31,"stressful",27,"stressful",49,"fine",77,"better",39,"annoying",18,"stressful",46,"mediocre",51,"okay",49,"stressful",47,"confusing",25,"annoying",75,"comfortable",17,"stressful",61,"average",51,"okay",20,"stressful",56,"okay",8,"stressful","Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",70,"Female",NA,"White","",52,"Some College","","","lifelines_e5"
"21","3/7/22 15:13","3/7/22 15:22","IP Address",100,562,TRUE,"3/7/22 15:22","R_Ow1RQdb8CnBFfax",NA,NA,NA,NA,33.55599976,-97.83280182,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ",NA,NA,NA,NA,NA,NA,"",81,"improvement",2,"declining",0,"lackluster",51,"mediocre",100,"perfect",100,"impressive",5,"declining",71,"improved",2,"underwhelming",40,"unexpected",100,"surprising",15,"inappropriate",0,"unbelieveable",47,"exhaustive",100,"shocking",2,"untrustworthy",2,"lies",30,"unpredictable",14,"unsure",81,"unexpected",6,"flabbergasted",81,"sharp",20,"improving",5,"nonessential",40,"imperceptible",10,"letdown",60,"confusing","Perceived Performance","Time","Give a one-word summary of the candidate's interview performance",0,"Female",NA,"White","",36,"Some College","","","lifelines_e5"
"22","3/7/22 15:15","3/7/22 15:22","IP Address",100,463,TRUE,"3/7/22 15:22","R_1ptbgyBo9U3ZiL5",NA,NA,NA,NA,41.70669556,-87.77549744,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ",NA,NA,NA,NA,NA,NA,"",72,"Steady",0,"Horrible",0,"Awful",40,"Fine",100,"Amazing",50,"Unexpected",1,"Disappointing",50,"Impressive",10,"Disappointing",50,"Dip",50,"Surprising",11,"Odd",9,"Strange",40,"Inconsistent",48,"Inconsistent",4,"Upsetting",1,"Bad",40,"Promising",10,"Unappealing",40,"Surprising",0,"Surprising",28,"Concerning",20,"Boomerang",1,"Bad",20,"Middling",0,"Terrible",40,"Potential","Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",0,"Female",NA,"White","",24,"College Graduate (4 year)","","","lifelines_e5"
"23","3/7/22 15:13","3/7/22 15:22","IP Address",100,571,TRUE,"3/7/22 15:22","R_29bjY6R8W4KOf3q",NA,NA,NA,NA,40.88059998,-74.14559937,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ",NA,NA,NA,NA,NA,NA,"",33,"Solid",53,"Great",82,"Stressless",22,"Average",1,"Stressful",56,"Calm",64,"Calm",59,"Gains",55,"Nosedive",48,"Solid",70,"Stressful",44,"Good",47,"Professional",47,"Good",52,"Predictable",16,"Rollercoaster",57,"Erratic",38,"Good",55,"Wild",52,"Odd",42,"Erratic",51,"Average",42,"Good",47,"Solid",49,"Good",47,"Great",47,"Sporadic","Perceived Performance","Perceived Performance","Give a one-word summary of the candidate's interview performance",9,"Male",NA,"White","",34,"High School or Equivalent","","","lifelines_e5"
"24","3/7/22 15:13","3/7/22 15:22","IP Address",100,546,TRUE,"3/7/22 15:22","R_BGke1TJh0WpE0g1",NA,NA,NA,NA,38.82530212,-97.63890076,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ",NA,NA,NA,NA,NA,NA,"",100,"finisher",1,"freefall",1,"terrible",50,"reliable ",100,"Perfection",100,"Warm-Up",1,"unprepared",100,"climb",30,"choke",50,"okay",100,"closer",50,"hill",40,"tease",50,"rollercoaster",50,"rollercoaster",20,"rollercoaster",30,"tease",17,"unorganized ",35,"rollercoaster",100,"closer",1,"choke",70,"turnaround",40,"finisher",30,"choke",70,"close",1,"disappointing ",100,"moon","Perceived Performance","Time","Give a one-word summary of the candidate's interview performance",23,"Male",NA,"White","",30,"Some College","","","lifelines_e5"
"25","3/7/22 15:13","3/7/22 15:23","IP Address",100,598,TRUE,"3/7/22 15:23","R_eESWdMNCWDUcbLz",NA,NA,NA,NA,39.47990417,-76.29550171,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ",NA,NA,NA,NA,NA,NA,"",85,"improved",25,"low",0,"horrible",50,"average",100,"perfect",80,"gradual",10,"low",85,"adapting",20,"disinterested",50,"surprising",80,"adaptable",40,"capable",10,"disappointing ",60,"unsteady",60,"variable",15,"poor",10,"effortless",65,"variable",10,"inconsistent",75,"adjusted",0,"underperformed",60,"inconsistent",35,"curious",0,"underwhelming",75,"improving",10,"low",65,"decent","Perceived Performance","Time","Give a one-word summary of the candidate's interview performance",20,"Male",NA,"White","",33,"College Graduate (4 year)","","no","lifelines_e5"
"26","3/7/22 15:13","3/7/22 15:23","IP Address",100,610,TRUE,"3/7/22 15:23","R_25zsSUMWnrtDRGK",NA,NA,NA,NA,38.3170929,-88.91369629,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ",NA,NA,NA,NA,NA,NA,"",44,"gradual",41,"gradual",100,"confident",61,"steady",0,"terrible",50,"nervous",65,"nervous",4,"wrecked",5,"nervous",32,"nerves",29,"mellow",24,"nervous",51,"progress",34,"mix",30,"unconfident",19,"mess",24,"nerved",20,"messy",25,"frail",38,"bothered",41,"cooled",4,"tragic",20,"nervous",9,"nervous",40,"jittered",86,"confident",10,"nervous","Stress","Time","Give a one-word summary of the candidate's interview performance",0,"Female",NA,"Black","",28,"Some College","","","lifelines_e5"
