StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,att_check_1,att_check_2,att_check_3_1,att_check_3_2,att_check_3_3,att_check_4,comp_check_1,comp_check_2,comp_check_3,lr_meaning_1,lr_preference_1,lr_word_gen_1,lf_meaning_1,lf_preference_1,lf_word_gen_1,ll_meaning_1,ll_preference_1,ll_word_gen_1,lm_meaning_1,lm_preference_1,lm_word_gen_1,lh_meaning_1,lh_preference_1,lh_word_gen_1,ercv_meaning_1,ercv_preference_1,ercv_word_gen_1,efcv_meaning_1,efcv_preference_1,efcv_word_gen_1,ercc_meaning_1,ercc_preference_1,ercc_word_gen_1,efcc_meaning_1,efcc_preference_1,efcc_word_gen_1,sfr_full_meaning_1,sfr_full_preference_1,sfr_full_word_gen_1,sfr_par_meaning_1,sfr_par_preference_1,sfr_par_word_gen_1,srf_full_meaning_1,srf_full_preference_1,srf_full_word_gen_1,srf_par_meaning_1,srf_par_preference_1,srf_par_word_gen_1,srfr_full_meaning_1,srfr_full_preference_1,srfr_full_word_gen_1,srfr_par_meaning_1,srfr_par_preference_1,srfr_par_word_gen_1,sfrf_full_meaning_1,sfrf_full_preference_1,sfrf_full_word_gen_1,sfrf_par_meaning_1,sfrf_par_preference_1,sfrf_par_word_gen_1,sfrfr_meaning_1,sfrfr_preference_1,sfrfr_word_gen_1,srfrf_meaning_1,srfrf_preference_1,srfrf_word_gen_1,log_rise_meaning_1,log_rise_preference_1,log_rise_word_gen_1,log_fall_meaning_1,log_fall_preference_1,log_fall_word_gen_1,pc_full_meaning_1,pc_full_preference_1,pc_full_word_gen_1,pc_par_meaning_1,pc_par_preference_1,pc_par_word_gen_1,nc_full_meaning_1,nc_full_preference_1,nc_full_word_gen_1,nc_par_meaning_1,nc_par_preference_1,nc_par_word_gen_1,lrsf_meaning_1,lrsf_preference_1,lrsf_word_gen_1,lrsfer_meaning_1,lrsfer_preference_1,lrsfer_word_gen_1,comp_check_4,comp_check_5,comp_check_6,gender,gender_4_TEXT,ethnicity,ethnicity_5_TEXT,age,education,education_9_TEXT,comments,FL_34_DO
2020-06-15 12:49:09,2020-06-15 12:58:32,0,73.91.18.10,100,562,1,2020-06-15 12:58:32,R_1doVMs6G3GqE7Ab,,,,,27.3188934326171875,-82.5164031982421875,anonymous,EN,1,2,2,,,,,5,1,2,18,37,happy,27,40,sad,53,36,sad,24,42,moderate,29,46,perfect,27,39,normal,34,35,sad,41,53,happyness,29,42,sad,20,37,normal,44,38,sad,20,31,sad,39,31,sad,45,39,sad,13,15,sad,32,42,sad,42,39,sad,40,52,normal,37,47,sad,21,38,happy,39,41,normal,27,38,sad,33,40,sad,24,41,sad,27,31,happy,28,41,normal,36,37,sad,2,4,3,2,,1,,45,5,,none,Exponential_Rise_Concave|Linear_Middle|Linear_Rise_Sharp_Fall|Linear_Fall|Exponential_Fall_Concave|Logistic_Rise|Linear_Rise|Negative_Change_Partial|Linear_High|Sinusoidal_Rise_Fall_Full|Exponential_Fall_Convex|Linear_Rise_Sharp_Fall_Exponential_Rise|Negative_Change_Full|Positive_Change_Partial|Sinusoidal_Rise_Fall_Rise_Fall|Positive_Change_Full|Linear_Low|Sinusoidal_Rise_Fall_Rise_Partial|Sinusoidal_Fall_Rise_Partial|Sinusoidal_Fall_Rise_Fall_Partial|Sinusoidal_Rise_Fall_Rise_Full|Sinusoidal_Fall_Rise_Fall_Rise|Sinusoidal_Rise_Fall_Partial|Sinusoidal_Fall_Rise_Fall_Full|Sinusoidal_Fall_Rise_Full|Exponential_Rise_Convex|Logistic_Fall
2020-06-16 14:54:36,2020-06-16 15:01:06,0,196.17.66.172,100,390,1,2020-06-16 15:01:07,R_10ZPBeNd8B9fJsO,,,,,34.0543975830078125,-118.2440032958984375,anonymous,EN,1,2,2,,,,,2,3,3,70,91,BEST,78,97,SAD,72,90,GOOD,72,91,BEST,76,92,BEST,73,87,LIKE,81,95,GOOD,90,74,GOOD,87,76,GOOD,78,88,LIKE,74,89,BEST,79,92,BEST,82,94,LIKE,81,94,NICE,77,94,LIKE,75,93,LIKE,100,86,GOOD,83,94,GOOD,80,93,BEST,75,86,BEST,73,89,BEST,82,89,BEST,73,90,NICE,80,92,LIKE,80,93,LIKE,87,75,LIKE,77,88,BAD,2,3,4,2,,1,,28,6,,NICE,Sinusoidal_Rise_Fall_Rise_Partial|Sinusoidal_Fall_Rise_Partial|Linear_Fall|Linear_High|Negative_Change_Partial|Positive_Change_Full|Sinusoidal_Fall_Rise_Fall_Full|Linear_Rise_Sharp_Fall_Exponential_Rise|Logistic_Fall|Exponential_Rise_Convex|Linear_Rise|Sinusoidal_Fall_Rise_Fall_Partial|Sinusoidal_Rise_Fall_Rise_Full|Exponential_Fall_Convex|Positive_Change_Partial|Sinusoidal_Rise_Fall_Full|Sinusoidal_Rise_Fall_Partial|Linear_Low|Linear_Middle|Linear_Rise_Sharp_Fall|Sinusoidal_Fall_Rise_Full|Exponential_Fall_Concave|Sinusoidal_Rise_Fall_Rise_Fall|Sinusoidal_Fall_Rise_Fall_Rise|Negative_Change_Full|Logistic_Rise|Exponential_Rise_Concave
2020-06-16 14:55:51,2020-06-16 15:01:48,0,13.64.94.6,100,356,1,2020-06-16 15:01:48,R_2sTuCsGJHp6dunp,,,,,37.33880615234375,-121.8914031982421875,anonymous,EN,1,2,2,,,,,1,3,2,61,39,Joyful,67,51,Joyful,61,73,Joyfull,88,61,Joyful,45,20,Joyful,69,51,Joyful,75,64,Joyful,63,44,Joyful,73,54,Joyful,89,60,Joyful,64,77,Happiness,64,50,Joyful,66,39,Joyful,63,44,Joyful,63,77,Joyful,71,50,Joyful,60,75,Joyful,82,55,Joyful,72,48,Joyful,60,51,Joyful,67,43,Joyful,72,62,Joyful,65,69,Joyful,73,56,Joyfull,59,59,Joyful,89,63,Joyfull,77,55,Joyful,2,4,2,1,,1,,28,6,,nic eone,Sinusoidal_Fall_Rise_Partial|Linear_Rise_Sharp_Fall|Linear_Low|Negative_Change_Full|Linear_Rise_Sharp_Fall_Exponential_Rise|Sinusoidal_Rise_Fall_Rise_Partial|Sinusoidal_Fall_Rise_Fall_Partial|Exponential_Rise_Convex|Positive_Change_Full|Negative_Change_Partial|Sinusoidal_Rise_Fall_Rise_Full|Linear_Rise|Sinusoidal_Rise_Fall_Full|Logistic_Rise|Logistic_Fall|Exponential_Rise_Concave|Linear_High|Sinusoidal_Rise_Fall_Partial|Sinusoidal_Fall_Rise_Full|Sinusoidal_Fall_Rise_Fall_Rise|Exponential_Fall_Concave|Positive_Change_Partial|Sinusoidal_Fall_Rise_Fall_Full|Sinusoidal_Rise_Fall_Rise_Fall|Linear_Fall|Linear_Middle|Exponential_Fall_Convex
2020-06-16 14:52:27,2020-06-16 15:03:09,0,108.21.218.118,100,642,1,2020-06-16 15:03:10,R_3PgIMb0k3t4bRek,,,,,40.7599945068359375,-73.53179931640625,anonymous,EN,1,2,2,,,,,5,1,2,80,55,Steady,15,5,Downtrodden,0,0,Unhappy,50,45,Boring,100,98,Happy,55,20,Slow,20,0,Decay,80,65,Growth,70,45,Lively,50,20,Effort,90,85,Purpose,50,25,Average,25,5,Screwed,45,25,Slopes,65,30,Backwards,60,50,Jumpy,75,50,Evolving,40,0,Confused,50,45,"lopsided ",50,50,Sudden,5,0,Broken,35,0,Wasted,25,10,Failure,65,10,Oops,85,70,Evolving,5,0,Awful,90,70,Recovered,2,4,3,3,,1,,23,5,,"Thanks for allowing me to participate in this survey. ",Positive_Change_Full|Exponential_Rise_Concave|Sinusoidal_Fall_Rise_Fall_Rise|Exponential_Fall_Convex|Logistic_Rise|Sinusoidal_Fall_Rise_Fall_Full|Sinusoidal_Fall_Rise_Full|Negative_Change_Partial|Logistic_Fall|Sinusoidal_Rise_Fall_Rise_Fall|Sinusoidal_Fall_Rise_Partial|Sinusoidal_Rise_Fall_Rise_Partial|Exponential_Rise_Convex|Linear_Rise_Sharp_Fall|Sinusoidal_Rise_Fall_Full|Exponential_Fall_Concave|Linear_High|Sinusoidal_Rise_Fall_Partial|Linear_Rise_Sharp_Fall_Exponential_Rise|Negative_Change_Full|Linear_Middle|Sinusoidal_Rise_Fall_Rise_Full|Positive_Change_Partial|Sinusoidal_Fall_Rise_Fall_Partial|Linear_Rise|Linear_Fall|Linear_Low
2020-06-16 14:52:42,2020-06-16 15:03:19,0,76.176.107.231,100,636,1,2020-06-16 15:03:19,R_2cw0SQ6zFM3KWE2,,,,,32.966094970703125,-117.12020111083984375,anonymous,EN,1,1,2,74,75,78,3,2,3,1,89,86,lick,92,92,yes,89,92,yes,91,91,yes,93,94,yes,90,90,yes,92,91,yes,85,82,yes,89,91,yes,93,92,yes,92,92,yes,92,91,yes,93,95,yes,91,91,yes,93,85,john,91,94,yes,89,91,yes,73,81,yes,94,94,yes,90,86,yes,90,92,yes,91,91,yes,90,90,yes,91,92,yes,91,92,yes,87,92,yes,94,93,yes,2,2,2,1,,2,,30,5,,good,Sinusoidal_Rise_Fall_Rise_Partial|Sinusoidal_Fall_Rise_Fall_Rise|Exponential_Rise_Concave|Linear_Rise_Sharp_Fall|Positive_Change_Partial|Logistic_Fall|Linear_Rise_Sharp_Fall_Exponential_Rise|Linear_Low|Sinusoidal_Rise_Fall_Partial|Sinusoidal_Rise_Fall_Rise_Full|Negative_Change_Full|Sinusoidal_Fall_Rise_Partial|Exponential_Fall_Concave|Negative_Change_Partial|Positive_Change_Full|Exponential_Rise_Convex|Exponential_Fall_Convex|Sinusoidal_Rise_Fall_Rise_Fall|Sinusoidal_Fall_Rise_Full|Linear_Middle|Linear_Rise|Sinusoidal_Fall_Rise_Fall_Partial|Logistic_Rise|Linear_Fall|Sinusoidal_Rise_Fall_Full|Sinusoidal_Fall_Rise_Fall_Full|Linear_High
2020-06-16 14:52:12,2020-06-16 15:03:36,0,47.39.22.254,100,684,1,2020-06-16 15:03:37,R_2rC1S2UgzXy0FbH,,,,,43.2151031494140625,-124.198394775390625,anonymous,EN,1,2,2,,,,,5,1,2,91,96,easy,36,0,loss,0,0,depression,41,63,balanced,92,99,positive,52,80,fulfilled,42,4,lost,84,63,satisfied,33,3,depleted,72,29,"recompense ",69,61,recovery,33,8,sorrowed,8,1,regret,50,6,uneasy,61,47,satisfaction,69,0,uneasy,58,44,rough,57,5,tense,72,5,chaotic,84,73,recovered,45,6,lost,75,27,varied,68,28,challenged,61,5,passionate,79,17,variable,33,0,sorrow,64,15,challenged,2,3,3,2,,1,,45,4,,Very long for the HIT pay,Sinusoidal_Rise_Fall_Rise_Fall|Sinusoidal_Rise_Fall_Partial|Sinusoidal_Rise_Fall_Rise_Partial|Linear_Rise_Sharp_Fall|Negative_Change_Full|Linear_High|Positive_Change_Partial|Sinusoidal_Rise_Fall_Rise_Full|Linear_Low|Sinusoidal_Fall_Rise_Full|Sinusoidal_Fall_Rise_Partial|Positive_Change_Full|Linear_Rise|Sinusoidal_Fall_Rise_Fall_Partial|Exponential_Fall_Convex|Logistic_Rise|Logistic_Fall|Sinusoidal_Fall_Rise_Fall_Rise|Linear_Rise_Sharp_Fall_Exponential_Rise|Exponential_Rise_Convex|Exponential_Rise_Concave|Negative_Change_Partial|Linear_Middle|Sinusoidal_Fall_Rise_Fall_Full|Sinusoidal_Rise_Fall_Full|Exponential_Fall_Concave|Linear_Fall
2020-06-16 14:54:11,2020-06-16 15:03:40,0,73.15.104.17,100,568,1,2020-06-16 15:03:41,R_3Dtnkp25xWrmmVO,,,,,37.6537933349609375,-122.4257049560546875,anonymous,EN,1,2,2,,,,,5,1,2,75,65,stress,87,79,stress,85,74,sad,73,73,no difference,74,77,stress,84,87,stress,73,75,happiness,73,73,bad,78,83,slightly good,52,63,bad,73,77,bad,75,79,happiness,72,72,sad,78,73,sad,76,80,bad,77,75,stress,63,78,bad,76,77,difficult,65,80,stress,71,78,stress,83,80,sad,74,76,worst,73,70,moderate,83,82,bad,50,79,worst,82,84,happier,69,80,neutral,4,3,1,1,,1,,46,5,,,Linear_Rise_Sharp_Fall_Exponential_Rise|Sinusoidal_Rise_Fall_Partial|Sinusoidal_Fall_Rise_Partial|Exponential_Rise_Concave|Linear_Middle|Positive_Change_Partial|Negative_Change_Partial|Sinusoidal_Rise_Fall_Rise_Partial|Exponential_Fall_Concave|Sinusoidal_Fall_Rise_Fall_Rise|Logistic_Fall|Sinusoidal_Rise_Fall_Rise_Full|Linear_High|Exponential_Rise_Convex|Negative_Change_Full|Linear_Rise|Sinusoidal_Rise_Fall_Full|Sinusoidal_Fall_Rise_Fall_Full|Linear_Low|Linear_Fall|Logistic_Rise|Sinusoidal_Fall_Rise_Full|Positive_Change_Full|Sinusoidal_Fall_Rise_Fall_Partial|Exponential_Fall_Convex|Linear_Rise_Sharp_Fall|Sinusoidal_Rise_Fall_Rise_Fall
2020-06-16 14:59:47,2020-06-16 15:06:40,0,97.96.23.231,100,413,1,2020-06-16 15:06:41,R_2usWWAeAPhlqDQN,,,,,28.0791015625,-82.52449798583984375,anonymous,EN,1,2,2,,,,,5,1,2,51,31,Steady,71,47,Normal,100,100,"Stressfree ",32,40,Mid,0,0,Stress,17,0,Odd,73,38,Typical,0,0,Stress,33,44,Typical,72,22,Balance,36,35,Balanced,76,37,Balance,51,43," Normal",53,22,Balance,51,52,Even,54,22,"Change ",49,25,Gradual,50,23,Changing,69,38,Changing,48,34,Balance,75,46,Expected,18,29,Stress,43,39,Spike,27,53,Typical,42,37,Sad,76,51,Relaxed,7,37,Late,3,4,3,2,,1,,28,4,,,Negative_Change_Partial|Linear_Rise_Sharp_Fall|Sinusoidal_Rise_Fall_Rise_Partial|Linear_High|Sinusoidal_Fall_Rise_Partial|Sinusoidal_Fall_Rise_Fall_Rise|Positive_Change_Full|Logistic_Rise|Linear_Low|Sinusoidal_Fall_Rise_Full|Linear_Rise|Negative_Change_Full|Linear_Middle|Positive_Change_Partial|Sinusoidal_Fall_Rise_Fall_Partial|Exponential_Rise_Concave|Sinusoidal_Rise_Fall_Rise_Fall|Sinusoidal_Rise_Fall_Full|Sinusoidal_Rise_Fall_Rise_Full|Exponential_Fall_Concave|Linear_Rise_Sharp_Fall_Exponential_Rise|Exponential_Fall_Convex|Sinusoidal_Rise_Fall_Partial|Sinusoidal_Fall_Rise_Fall_Full|Logistic_Fall|Linear_Fall|Exponential_Rise_Convex
2020-06-16 14:56:33,2020-06-16 15:07:25,0,174.69.145.157,100,652,1,2020-06-16 15:07:25,R_3dFgm3FploNBXm9,,,,,30.4720001220703125,-91.25409698486328125,anonymous,EN,1,2,2,,,,,3,4,2,73,90,status,85,66,status,75,94,status,87,76,status,90,70,impersive,86,62,status,58,69,status,87,73,status,91,78,bad,84,67,loyality,48,72,status,79,73,status,87,64,just,88,77,status,71,88,sadness,80,59,status,91,70,happy,82,73,status,80,64,lovely,85,63,status,67,87,sadness,77,59,status,87,71,none,86,63,status,85,68,loyality,86,60,status,85,67,status,4,3,2,2,,1,,42,5,,,Sinusoidal_Rise_Fall_Full|Sinusoidal_Fall_Rise_Fall_Full|Sinusoidal_Fall_Rise_Partial|Positive_Change_Full|Sinusoidal_Fall_Rise_Fall_Partial|Exponential_Fall_Convex|Sinusoidal_Rise_Fall_Rise_Fall|Sinusoidal_Fall_Rise_Full|Exponential_Rise_Convex|Sinusoidal_Fall_Rise_Fall_Rise|Logistic_Fall|Linear_Middle|Negative_Change_Partial|Linear_Rise|Sinusoidal_Rise_Fall_Rise_Partial|Linear_Low|Linear_Rise_Sharp_Fall_Exponential_Rise|Sinusoidal_Rise_Fall_Partial|Logistic_Rise|Linear_Fall|Exponential_Rise_Concave|Negative_Change_Full|Linear_Rise_Sharp_Fall|Positive_Change_Partial|Linear_High|Exponential_Fall_Concave|Sinusoidal_Rise_Fall_Rise_Full
2020-06-16 14:53:01,2020-06-16 15:09:14,0,192.3.228.177,100,973,1,2020-06-16 15:09:14,R_3CN1GhYjqAflIYP,,,,,32.8137054443359375,-96.87039947509765625,anonymous,EN,1,2,1,15,20,30,1,3,1,2,92,76,upward,53,41,downfall,53,44,try hard,82,70,steady life,100,92,success,90,81,hard worker,60,51,keep steady,100,91,keep smiling always,51,42,protect,81,64,upward,81,71,developing,61,49,sadness,62,50,looking for better life,81,70,nothing is permanent,83,70,learner,72,59,hard fighter,76,67,life is so easy,63,51,high level,68,58,alternate life,92,80,steady life,63,47,concentration missing,71,60,rise and fall,68,54,towards happiness,63,54,falling down,73,62,perfection,50,41,disgusting,72,68,steady worker,4,2,2,2,,1,,32,6,,,Sinusoidal_Rise_Fall_Rise_Full|Sinusoidal_Fall_Rise_Fall_Partial|Sinusoidal_Rise_Fall_Partial|Exponential_Rise_Concave|Positive_Change_Full|Sinusoidal_Fall_Rise_Fall_Full|Sinusoidal_Rise_Fall_Rise_Partial|Positive_Change_Partial|Sinusoidal_Fall_Rise_Full|Sinusoidal_Rise_Fall_Full|Exponential_Rise_Convex|Negative_Change_Partial|Linear_Low|Exponential_Fall_Concave|Sinusoidal_Rise_Fall_Rise_Fall|Sinusoidal_Fall_Rise_Fall_Rise|Exponential_Fall_Convex|Sinusoidal_Fall_Rise_Partial|Linear_High|Logistic_Fall|Linear_Rise_Sharp_Fall_Exponential_Rise|Linear_Rise_Sharp_Fall|Negative_Change_Full|Logistic_Rise|Linear_Fall|Linear_Middle|Linear_Rise
2020-06-16 15:02:54,2020-06-16 15:09:31,0,40.65.192.38,100,396,1,2020-06-16 15:09:31,R_bsJWsUH2Tenbdtv,,,,,36.6533966064453125,-78.375,anonymous,EN,1,2,2,,,,,3,2,3,68,73,good,68,75,good,68,60,good,55,71,good,48,64,good,66,70,good,68,58,good,63,68,good,62,72,good,68,53,good,58,69,good,60,59,good,74,56,good,56,71,good,59,71,good,69,60,good,66,55,good,64,41,pressure,62,66,good,74,58,good,57,70,good,67,63,good,68,72,good,57,66,good,67,56,good,54,69,pressure,59,66,good,4,4,2,1,,1,,40,6,,good,Sinusoidal_Fall_Rise_Fall_Rise|Linear_Rise_Sharp_Fall|Sinusoidal_Rise_Fall_Rise_Fall|Sinusoidal_Fall_Rise_Full|Negative_Change_Full|Sinusoidal_Rise_Fall_Rise_Full|Linear_High|Sinusoidal_Fall_Rise_Fall_Partial|Linear_Middle|Logistic_Fall|Exponential_Fall_Concave|Sinusoidal_Fall_Rise_Partial|Sinusoidal_Rise_Fall_Partial|Sinusoidal_Rise_Fall_Full|Positive_Change_Full|Linear_Rise_Sharp_Fall_Exponential_Rise|Exponential_Rise_Concave|Linear_Rise|Logistic_Rise|Sinusoidal_Fall_Rise_Fall_Full|Exponential_Fall_Convex|Negative_Change_Partial|Exponential_Rise_Convex|Linear_Fall|Sinusoidal_Rise_Fall_Rise_Partial|Positive_Change_Partial|Linear_Low
2020-06-16 15:00:03,2020-06-16 15:09:51,0,73.175.8.140,100,588,1,2020-06-16 15:09:52,R_d5RluJtTyo42Uql,,,,,40.0305023193359375,-76.28330230712890625,anonymous,EN,1,1,2,51,71,82,2,3,4,2,60,50,my eyes,61,49,good,50,71,good,82,71,hears,51,71,that,64,93,eyes,36,60,bad,51,81,house,69,82,life,41,20,all,36,59,white,61,80,energy,40,61,summerize,45,60,different,35,61,life,70,41,means,61,40,your,40,81,head,61,51,new,54,60,ears,61,50,my legs,47,61,some,57,80,my eyes,42,61,form,82,70,most,82,41,has,34,50,like,2,2,2,1,,1,,61,5,,good,Linear_Low|Sinusoidal_Rise_Fall_Partial|Linear_Rise_Sharp_Fall|Positive_Change_Partial|Exponential_Rise_Convex|Linear_Rise|Sinusoidal_Fall_Rise_Fall_Rise|Logistic_Fall|Sinusoidal_Rise_Fall_Rise_Full|Linear_Middle|Sinusoidal_Rise_Fall_Rise_Fall|Linear_Rise_Sharp_Fall_Exponential_Rise|Exponential_Rise_Concave|Sinusoidal_Rise_Fall_Rise_Partial|Logistic_Rise|Sinusoidal_Fall_Rise_Partial|Negative_Change_Partial|Linear_High|Sinusoidal_Fall_Rise_Fall_Partial|Exponential_Fall_Convex|Positive_Change_Full|Linear_Fall|Sinusoidal_Fall_Rise_Fall_Full|Exponential_Fall_Concave|Sinusoidal_Rise_Fall_Full|Negative_Change_Full|Sinusoidal_Fall_Rise_Full
2020-06-16 15:01:31,2020-06-16 15:10:33,0,162.198.201.8,100,542,1,2020-06-16 15:10:34,R_3lDODf293rwLozy,,,,,35.91510009765625,-79.097198486328125,anonymous,EN,1,2,2,,,,,5,1,2,58,31,tough,76,76,relaxed,70,75,calm,57,25,stressed,37,19,difficult,54,12,stressful,65,95,easy,49,22,tough,81,80,nice,62,39,hard,63,24,hard,61,59,happy,73,86,easy,57,51,normal,54,44,okay,56,40,anxious,62,51,curvy,62,60,mediocre,60,47,normal,47,20,sad,60,73,fun,58,25,hard,69,48,painful,60,56,normalcy,65,52,normal,76,82,peaceful,62,23,difficult,1,4,3,1,,1,,44,5,,Thank you,Negative_Change_Partial|Linear_Low|Exponential_Fall_Concave|Sinusoidal_Fall_Rise_Fall_Partial|Linear_Rise_Sharp_Fall|Linear_Fall|Sinusoidal_Fall_Rise_Fall_Full|Positive_Change_Partial|Sinusoidal_Fall_Rise_Full|Linear_High|Exponential_Rise_Concave|Logistic_Rise|Positive_Change_Full|Exponential_Rise_Convex|Linear_Middle|Sinusoidal_Rise_Fall_Rise_Partial|Sinusoidal_Rise_Fall_Rise_Fall|Negative_Change_Full|Sinusoidal_Rise_Fall_Partial|Logistic_Fall|Sinusoidal_Rise_Fall_Full|Sinusoidal_Fall_Rise_Fall_Rise|Linear_Rise|Sinusoidal_Rise_Fall_Rise_Full|Sinusoidal_Fall_Rise_Partial|Linear_Rise_Sharp_Fall_Exponential_Rise|Exponential_Fall_Convex
2020-06-16 15:03:34,2020-06-16 15:10:44,0,68.52.51.80,100,430,1,2020-06-16 15:10:45,R_2zhUViNEVg6xF2N,,,,,36.0048065185546875,-86.78859710693359375,anonymous,EN,1,2,2,,,,,5,1,2,51,52,upward,42,38,downtrend,61,49,sadness,51,49,neutral,39,52,extreme,29,58,upwards,64,44,balanced,42,39,upwards,71,50,down trend,65,51,downtrend,60,42,upwards,30,58,potential,77,27,sad,62,49,sad,94,100,swingings,79,57,volatile,95,57,happy,100,100,volatile,38,54,swinging,79,50,volatile,21,19,sad,46,78,hopeful,46,69,rebound,69,43,extreme,55,48,arch,57,56,depressed,51,70,rebound,2,4,3,3,,1,,37,5,,"None, thank you!",Sinusoidal_Fall_Rise_Fall_Partial|Negative_Change_Full|Sinusoidal_Fall_Rise_Partial|Positive_Change_Full|Sinusoidal_Rise_Fall_Full|Sinusoidal_Rise_Fall_Rise_Full|Negative_Change_Partial|Positive_Change_Partial|Exponential_Rise_Convex|Linear_Fall|Linear_Rise|Linear_Middle|Linear_High|Logistic_Rise|Sinusoidal_Rise_Fall_Partial|Logistic_Fall|Sinusoidal_Fall_Rise_Fall_Full|Exponential_Rise_Concave|Sinusoidal_Rise_Fall_Rise_Fall|Linear_Rise_Sharp_Fall_Exponential_Rise|Linear_Rise_Sharp_Fall|Sinusoidal_Fall_Rise_Fall_Rise|Sinusoidal_Rise_Fall_Rise_Partial|Exponential_Fall_Concave|Exponential_Fall_Convex|Linear_Low|Sinusoidal_Fall_Rise_Full
2020-06-16 14:59:42,2020-06-16 15:11:00,0,198.228.69.214,100,677,1,2020-06-16 15:11:00,R_etW4y1V6TFocfeh,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,1,3,2,15,10,29,3,5,3,3,11,100,Use positive emotions and enrich each step of your life with sensory stimuli.,100,80,Use positive emotions and enrich each step of your life with sensory stimuli.,80,80,Use positive emotions and enrich each step of your life with sensory stimuli.,50,50,Use positive emotions and enrich each step of your life with sensory stimuli.,100,100,Use positive emotions and enrich each step of your life with sensory stimuli.,20,100,Use positive emotions and enrich each step of your life with sensory stimuli.,100,80,Use positive emotions and enrich each step of your life with sensory stimuli.,60,100,Use positive emotions and enrich each step of your life with sensory stimuli.,100,80,Use positive emotions and enrich each step of your life with sensory stimuli.,40,100,Use positive emotions and enrich each step of your life with sensory stimuli.,51,95,Use positive emotions and enrich each step of your life with sensory stimuli.,68,68,Use positive emotions and enrich each step of your life with sensory stimuli.,45,80,Use positive emotions and enrich each step of your life with sensory stimuli.,45,95,Use positive emotions and enrich each step of your life with sensory stimuli.,45,90,Use positive emotions and enrich each step of your life with sensory stimuli.,100,80,Use positive emotions and enrich each step of your life with sensory stimuli.,55,80,Use positive emotions and enrich each step of your life with sensory stimuli.,45,85,Use positive emotions and enrich each step of your life with sensory stimuli.,45,80,Use positive emotions and enrich each step of your life with sensory stimuli.,30,95,Use positive emotions and enrich each step of your life with sensory stimuli.,100,80,Use positive emotions and enrich each step of your life with sensory stimuli.,60,100,Use positive emotions and enrich each step of your life with sensory stimuli.,54,48,Use positive emotions and enrich each step of your life with sensory stimuli.,100,80,Use positive emotions and enrich each step of your life with sensory stimuli.,20,90,Use positive emotions and enrich each step of your life with sensory stimuli.,40,80,Use positive emotions and enrich each step of your life with sensory stimuli.,40,95,Use positive emotions and enrich each step of your life with sensory stimuli.,2,1,3,2,,1,,62,5,,The survey very importan,Positive_Change_Partial|Sinusoidal_Rise_Fall_Full|Sinusoidal_Fall_Rise_Partial|Sinusoidal_Fall_Rise_Fall_Partial|Linear_Rise_Sharp_Fall|Sinusoidal_Rise_Fall_Rise_Fall|Sinusoidal_Rise_Fall_Partial|Negative_Change_Full|Exponential_Rise_Convex|Exponential_Fall_Concave|Exponential_Rise_Concave|Sinusoidal_Fall_Rise_Fall_Full|Logistic_Rise|Sinusoidal_Fall_Rise_Fall_Rise|Sinusoidal_Fall_Rise_Full|Linear_High|Positive_Change_Full|Negative_Change_Partial|Linear_Fall|Exponential_Fall_Convex|Logistic_Fall|Linear_Middle|Sinusoidal_Rise_Fall_Rise_Partial|Sinusoidal_Rise_Fall_Rise_Full|Linear_Rise|Linear_Rise_Sharp_Fall_Exponential_Rise|Linear_Low
2020-06-16 14:56:20,2020-06-16 15:11:54,0,67.10.168.39,100,934,1,2020-06-16 15:11:54,R_30d9OWKXJtN2a4c,,,,,29.5941925048828125,-98.45909881591796875,anonymous,EN,1,2,2,,,,,5,1,2,93,89,Good,92,79,Honest,100,100,Upset person,92,79,Normal person,98,100,over possitive,86,73,good person,94,80,Extraordinary,98,100,Enjoyable person,93,80,Normal,85,74,Good,97,91,good,83,86,Meaningful,82,83,Worst,96,82,Extraordinary,60,81,Rarely unhappiness,90,49,likable,75,88,extraordinary,93,82,Best,84,95,Be happy,82,71,general,88,89,Begin life happy and then after life unhappy,97,79,meaningful,93,80,Smooth,94,86,positive,95,94,Before happy after angry,87,72,Better person,95,90,Normal person,2,4,3,2,,1,,29,5,,So interesting and then so good,Sinusoidal_Rise_Fall_Rise_Partial|Linear_Low|Linear_Middle|Negative_Change_Partial|Exponential_Rise_Concave|Logistic_Fall|Linear_Rise_Sharp_Fall_Exponential_Rise|Sinusoidal_Rise_Fall_Partial|Sinusoidal_Fall_Rise_Partial|Sinusoidal_Fall_Rise_Fall_Partial|Sinusoidal_Rise_Fall_Rise_Fall|Logistic_Rise|Sinusoidal_Fall_Rise_Full|Exponential_Fall_Convex|Linear_Rise_Sharp_Fall|Exponential_Rise_Convex|Sinusoidal_Fall_Rise_Fall_Rise|Sinusoidal_Rise_Fall_Full|Sinusoidal_Fall_Rise_Fall_Full|Linear_Fall|Linear_Rise|Sinusoidal_Rise_Fall_Rise_Full|Positive_Change_Full|Negative_Change_Full|Linear_High|Exponential_Fall_Concave|Positive_Change_Partial
