"","StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent","att_check_1","att_check_2","att_check_3_1","att_check_3_2","att_check_3_3","att_check_4","comp_check_1","comp_check_2","comp_check_3","timer_First.Click","timer_Last.Click","timer_Page.Submit","timer_Click.Count","comp_check_4","comp_check_5","comp_check_6","lr_meaning_1","lr_preference_1","lr_word_gen_1","lf_meaning_1","lf_preference_1","lf_word_gen_1","ll_meaning_1","ll_preference_1","ll_word_gen_1","lm_meaning_1","lm_preference_1","lm_word_gen_1","lh_meaning_1","lh_preference_1","lh_word_gen_1","ercv_meaning_1","ercv_preference_1","ercv_word_gen_1","efcv_meaning_1","efcv_preference_1","efcv_word_gen_1","ercc_meaning_1","ercc_preference_1","ercc_word_gen_1","efcc_meaning_1","efcc_preference_1","efcc_word_gen_1","sfr_full_meaning_1","sfr_full_preference_1","sfr_full_word_gen_1","sfr_par_meaning_1","sfr_par_preference_1","sfr_par_word_gen_1","srf_full_meaning_1","srf_full_preference_1","srf_full_word_gen_1","srf_par_meaning_1","srf_par_preference_1","srf_par_word_gen_1","srfr_full_meaning_1","srfr_full_preference_1","srfr_full_word_gen_1","srfr_par_meaning_1","srfr_par_preference_1","srfr_par_word_gen_1","sfrf_full_meaning_1","sfrf_full_preference_1","sfrf_full_word_gen_1","sfrf_par_meaning_1","sfrf_par_preference_1","sfrf_par_word_gen_1","sfrfr_meaning_1","sfrfr_preference_1","sfrfr_word_gen_1","srfrf_meaning_1","srfrf_preference_1","srfrf_word_gen_1","log_rise_meaning_1","log_rise_preference_1","log_rise_word_gen_1","log_fall_meaning_1","log_fall_preference_1","log_fall_word_gen_1","pc_full_meaning_1","pc_full_preference_1","pc_full_word_gen_1","pc_par_meaning_1","pc_par_preference_1","pc_par_word_gen_1","nc_full_meaning_1","nc_full_preference_1","nc_full_word_gen_1","nc_par_meaning_1","nc_par_preference_1","nc_par_word_gen_1","lrsf_meaning_1","lrsf_preference_1","lrsf_word_gen_1","lrsfer_meaning_1","lrsfer_preference_1","lrsfer_word_gen_1","comp_check_7","comp_check_8","comp_check_9","gender","gender_4_TEXT","ethnicity","ethnicity_5_TEXT","age","education","education_9_TEXT","comments","FL_34_DO"
"43","8/17/20 7:35","8/17/20 7:44","IP Address",100,517,TRUE,"8/17/20 7:44","R_3sdiDuuHt6ko0g9",NA,NA,NA,NA,13.08599854,80.27508545,"anonymous","EN","I consent","Paul","Purple",NA,NA,NA,NA,80,40,"They were highly stressed both early in life and later in life",0,0,82.012,0,80,40,"They were highly stressed both early in life and later in life",30,34,"very good",55,47,"better",39,38,"bad",32,60,"good",38,49,"very good",53,45,"bad",37,45,"good",44,43,"amazing",32,37,"good",37,47,"better",26,50,"bad",37,52,"good",44,48,"better",52,35,"better",33,38,"good",39,58,"good",44,34,"good",33,34,"good",32,34,"better",53,50,"better",38,43,"good",28,29,"good",39,40,"good",40,48,"great",72,35,"great",37,32,"better",37,40,"better","Happiness","Age","Meaningfulness","Male","","White","",25,"College Graduate (4 year)",NA,"nothing","Sinusoidal_Fall_Rise_Fall_Rise|Logistic_Rise|Sinusoidal_Fall_Rise_Partial|Sinusoidal_Fall_Rise_Fall_Partial|Sinusoidal_Fall_Rise_Full|Linear_Rise|Sinusoidal_Rise_Fall_Rise_Fall|Exponential_Fall_Concave|Linear_Middle|Linear_Low|Linear_Rise_Sharp_Fall_Exponential_Rise|Exponential_Fall_Convex|Logistic_Fall|Sinusoidal_Rise_Fall_Partial|Linear_Fall|Positive_Change_Partial|Linear_High|Negative_Change_Full|Sinusoidal_Rise_Fall_Rise_Full|Negative_Change_Partial|Sinusoidal_Rise_Fall_Rise_Partial|Exponential_Rise_Concave|Linear_Rise_Sharp_Fall|Positive_Change_Full|Sinusoidal_Fall_Rise_Fall_Full|Exponential_Rise_Convex|Sinusoidal_Rise_Fall_Full"
"44","8/17/20 7:21","8/17/20 7:44","IP Address",100,1404,TRUE,"8/17/20 7:44","R_3gXIm0HCbscZNfk",NA,NA,NA,NA,37.75100708,-97.8219986,"anonymous","EN","I consent","Paul","Purple",NA,NA,NA,NA,80,40,"They were highly unstressed early in life, then highly stressed later in life",0,0,82.018,0,0,80,"They were highly stressed early in life, then highly unstressed later in life",83,60,"Happy life",60,71,"Stressful life",30,39,"Bad life",51,72,"Stable",92,39,"Happiest",50,71,"Happiness",61,72,"Meaningful",60,81,"Happy",81,51,"Unstable life",50,61,"Unstable life",61,74,"Unstable",81,60,"Unstable life",62,73,"Stressful",62,73,"Stressful",52,71,"Unstable",49,61,"Unstable life",72,60,"unstable",60,50,"Unstable happiness",71,82,"Unstable ",62,82,"Happy",60,50,"Stressed life",51,59,"Unstable",71,82,"Meaningful",72,51,"Unstable",72,82,"Anxious",49,71,"Stressful",50,61,"Sad","Happiness","Age","Happiness","Male","","White","",26,"College Graduate (4 year)",NA,"Good","Linear_Rise|Positive_Change_Partial|Linear_Middle|Linear_Low|Sinusoidal_Fall_Rise_Fall_Rise|Sinusoidal_Rise_Fall_Rise_Partial|Sinusoidal_Fall_Rise_Full|Exponential_Rise_Convex|Sinusoidal_Rise_Fall_Full|Exponential_Fall_Concave|Logistic_Fall|Negative_Change_Partial|Exponential_Rise_Concave|Linear_Fall|Linear_High|Negative_Change_Full|Positive_Change_Full|Exponential_Fall_Convex|Linear_Rise_Sharp_Fall_Exponential_Rise|Sinusoidal_Fall_Rise_Fall_Partial|Sinusoidal_Fall_Rise_Fall_Full|Sinusoidal_Fall_Rise_Partial|Linear_Rise_Sharp_Fall|Sinusoidal_Rise_Fall_Rise_Full|Sinusoidal_Rise_Fall_Rise_Fall|Sinusoidal_Rise_Fall_Partial|Logistic_Rise"
"45","8/17/20 7:30","8/17/20 7:44","IP Address",100,868,TRUE,"8/17/20 7:44","R_3PXFPD5eSzqEglL",NA,NA,NA,NA,26.41220093,-80.08750153,"anonymous","EN","I consent","Paul","Purple",NA,NA,NA,NA,80,0,"They were highly unstressed early in life, then highly stressed later in life",NA,NA,NA,NA,NA,NA,"",38,15,"Growth",33,7,"Digressed",1,1,"Miserable",50,50,"Steady",100,100,"Perfect",30,5,"Sad",15,5,"Digressed",85,70,"Improved",50,25,"Youthful",33,5,"Rock-bottom",35,7,"Recovered",35,10,"Peaked",35,20,"Sad",32,20,"Inconsistent",33,20,"Recovered",33,12,"Inconsistent",45,20,"Peaked",35,10,"Inconsistent",35,20,"Inconsistent",50,30,"Slow-start",25,5,"Disaster",30,5,"Declined",33,10,"Rock-bottom",35,10,"Peaked",50,45,"Peaked",10,5,"Rough",33,5,"Sad","Happiness","Age","Meaningfulness","Male","","White","",35,"Masters Degree (MS)",NA,"N/A","Exponential_Rise_Convex|Sinusoidal_Fall_Rise_Fall_Partial|Sinusoidal_Fall_Rise_Fall_Rise|Linear_Rise_Sharp_Fall|Sinusoidal_Fall_Rise_Full|Sinusoidal_Rise_Fall_Partial|Sinusoidal_Rise_Fall_Rise_Partial|Exponential_Rise_Concave|Sinusoidal_Rise_Fall_Rise_Full|Sinusoidal_Fall_Rise_Partial|Positive_Change_Full|Linear_Rise_Sharp_Fall_Exponential_Rise|Logistic_Fall|Sinusoidal_Fall_Rise_Fall_Full|Sinusoidal_Rise_Fall_Rise_Fall|Positive_Change_Partial|Linear_Rise|Linear_Low|Exponential_Fall_Concave|Sinusoidal_Rise_Fall_Full|Exponential_Fall_Convex|Negative_Change_Full|Negative_Change_Partial|Logistic_Rise|Linear_Middle|Linear_High|Linear_Fall"
"46","8/17/20 7:31","8/17/20 7:45","IP Address",100,844,TRUE,"8/17/20 7:45","R_22tu5J1MnKSD5Rc",NA,NA,NA,NA,37.75100708,-97.8219986,"anonymous","EN","I consent","Paul","Purple",NA,NA,NA,NA,80,0,"They were highly unstressed early in life, then highly stressed later in life",NA,NA,NA,NA,NA,NA,"",65,61,"Nice",47,57,"Very good",70,56,"Stressless person",50,55,"Great",55,78,"Good",59,71,"Good",62,59,"Very good",62,55,"Great person",62,61,"Good",52,58,"Nice person",66,59,"Good",62,57,"Excellent",75,50,"Excellent",57,47,"Very good",65,59,"Intelligent person",42,59,"Intelligent",61,67,"Nice person",64,64,"Great",53,59,"Stressless person",47,73,"Good",53,72,"Good",58,45,"Very good",50,58,"Excellent",56,54,"Good person",65,58,"Good",53,55,"Good",46,51,"Great","Meaningfulness","Happiness","Happiness","Male","","White","",1990,"Masters Degree (MS)",NA,"None","Exponential_Fall_Convex|Exponential_Rise_Concave|Sinusoidal_Rise_Fall_Partial|Logistic_Rise|Sinusoidal_Fall_Rise_Fall_Full|Sinusoidal_Rise_Fall_Rise_Full|Positive_Change_Partial|Negative_Change_Full|Sinusoidal_Rise_Fall_Rise_Fall|Logistic_Fall|Positive_Change_Full|Sinusoidal_Fall_Rise_Full|Sinusoidal_Fall_Rise_Partial|Sinusoidal_Rise_Fall_Full|Linear_Fall|Linear_Middle|Negative_Change_Partial|Sinusoidal_Rise_Fall_Rise_Partial|Exponential_Rise_Convex|Linear_Rise_Sharp_Fall|Sinusoidal_Fall_Rise_Fall_Rise|Sinusoidal_Fall_Rise_Fall_Partial|Exponential_Fall_Concave|Linear_Rise|Linear_Low|Linear_High|Linear_Rise_Sharp_Fall_Exponential_Rise"
"47","8/17/20 7:16","8/17/20 7:45","IP Address",100,1788,TRUE,"8/17/20 7:45","R_1OwChFX93fcI0ze",NA,NA,NA,NA,11.00750732,76.96710205,"anonymous","EN","I consent","Paul","Purple",NA,NA,NA,NA,80,0,"They were highly unstressed early in life, then highly stressed later in life",NA,NA,NA,NA,NA,NA,"",50,49,"meaningful",62,39,"unhappy",50,50,"bad",60,50,"equal",58,51,"great",40,61,"great",50,61,"good",70,60,"increase",60,50,"develop",50,61,"medium",40,51,"better",31,53,"medium",40,61,"average",51,61,"good",49,59,"great",51,61,"average",41,31,"down",49,42,"satisfy",41,55,"average",41,51,"neutral",40,61,"medium",52,51,"average",60,50,"partially",41,51,"happy",71,60,"decrease",43,49,"average",40,51,"bad","Happiness","Age","Meaningfulness","Male","","White","",26,"College Graduate (4 year)",NA,"useful","Linear_Fall|Sinusoidal_Rise_Fall_Rise_Partial|Linear_High|Sinusoidal_Fall_Rise_Fall_Full|Sinusoidal_Fall_Rise_Full|Linear_Rise|Negative_Change_Partial|Exponential_Rise_Concave|Exponential_Fall_Concave|Positive_Change_Partial|Logistic_Rise|Linear_Middle|Sinusoidal_Fall_Rise_Fall_Partial|Sinusoidal_Fall_Rise_Fall_Rise|Negative_Change_Full|Sinusoidal_Rise_Fall_Partial|Sinusoidal_Rise_Fall_Full|Exponential_Rise_Convex|Sinusoidal_Rise_Fall_Rise_Full|Linear_Rise_Sharp_Fall|Exponential_Fall_Convex|Positive_Change_Full|Linear_Rise_Sharp_Fall_Exponential_Rise|Logistic_Fall|Sinusoidal_Rise_Fall_Rise_Fall|Sinusoidal_Fall_Rise_Partial|Linear_Low"
"48","8/17/20 7:35","8/17/20 7:46","IP Address",100,672,TRUE,"8/17/20 7:46","R_1NmqdrOZZgR94Gy",NA,NA,NA,NA,40.6750946,-111.816597,"anonymous","EN","I consent","Paul","Purple",NA,NA,NA,NA,80,0,"They were highly unstressed early in life, then highly stressed later in life",NA,NA,NA,NA,NA,NA,"",61,21,"panicked",71,78,"balance",15,0,"dead",36,25,"consistent",30,1,"chaos",61,35,"normal",70,60,"relaxing",57,37,"anxious",70,37,"tough",72,32,"tired",70,43,"regular",81,82,"peaked",60,60,"smart",64,24,"shifty",51,45,"unnatural",66,45,"weird",72,80,"regular",60,35,"bad",60,23,"nervous",34,25,"busy",76,50,"rich",62,36,"dramatic",61,42,"negative",46,41,"stressful",81,83,"retirement",83,94,"lucky",75,77,"normal","Age","Meaningfulness","Meaningfulness","Male","","White","",40,"High School or Equivalent",NA,"Everything worked well.","Linear_Low|Logistic_Fall|Logistic_Rise|Exponential_Rise_Convex|Positive_Change_Full|Linear_Fall|Linear_Rise_Sharp_Fall_Exponential_Rise|Linear_High|Sinusoidal_Fall_Rise_Fall_Partial|Sinusoidal_Rise_Fall_Partial|Linear_Rise_Sharp_Fall|Positive_Change_Partial|Sinusoidal_Fall_Rise_Fall_Full|Sinusoidal_Rise_Fall_Rise_Partial|Negative_Change_Full|Exponential_Fall_Concave|Sinusoidal_Fall_Rise_Partial|Sinusoidal_Rise_Fall_Rise_Full|Linear_Middle|Negative_Change_Partial|Exponential_Fall_Convex|Sinusoidal_Rise_Fall_Full|Sinusoidal_Fall_Rise_Full|Exponential_Rise_Concave|Sinusoidal_Rise_Fall_Rise_Fall|Linear_Rise|Sinusoidal_Fall_Rise_Fall_Rise"
"49","8/17/20 7:17","8/17/20 7:47","IP Address",100,1760,TRUE,"8/17/20 7:47","R_eIG9cK78LNkUsZr",NA,NA,NA,NA,35.22270203,-80.79380035,"anonymous","EN","I consent","Paul","Purple",NA,NA,NA,NA,80,0,"They were highly unstressed early in life, then highly stressed later in life",NA,NA,NA,NA,NA,NA,"",52,63,"balanced",56,37,"stressful",88,85,"happy",27,39,"balanced",8,6,"pressure",60,49,"stressful",32,40,"anxious",33,39,"stressful",9,16,"sorrow",14,32,"sad",53,20,"anger",38,53,"stressful",37,55,"blue",21,23,"confused",44,53,"mixed",44,38,"stressful",61,52,"anxiety",46,56,"mixed",50,39,"confusion",47,46,"up and sown",51,57,"stressful",30,41,"anger",23,38,"anger",47,43,"mixed",34,39,"mixed",41,37,"calm",29,40,"mixed","Meaningfulness","Age","Meaningfulness","Male","","White","",35,"College Graduate (4 year)",NA,"","Sinusoidal_Rise_Fall_Full|Sinusoidal_Fall_Rise_Fall_Partial|Exponential_Fall_Concave|Linear_Low|Linear_Rise|Exponential_Rise_Concave|Logistic_Rise|Sinusoidal_Fall_Rise_Fall_Rise|Sinusoidal_Rise_Fall_Rise_Full|Sinusoidal_Fall_Rise_Full|Linear_Middle|Positive_Change_Full|Positive_Change_Partial|Linear_Fall|Sinusoidal_Fall_Rise_Fall_Full|Linear_High|Negative_Change_Partial|Exponential_Fall_Convex|Sinusoidal_Rise_Fall_Partial|Linear_Rise_Sharp_Fall_Exponential_Rise|Sinusoidal_Rise_Fall_Rise_Fall|Exponential_Rise_Convex|Sinusoidal_Fall_Rise_Partial|Linear_Rise_Sharp_Fall|Negative_Change_Full|Logistic_Fall|Sinusoidal_Rise_Fall_Rise_Partial"
"50","8/17/20 7:32","8/17/20 7:47","IP Address",100,891,TRUE,"8/17/20 7:47","R_6GdEuADWAwlbfC9",NA,NA,NA,NA,41.09959412,-80.75229645,"anonymous","EN","I consent","Paul","Purple",NA,NA,NA,NA,80,0,"They were highly unstressed early in life, then highly stressed later in life",NA,NA,NA,NA,NA,NA,"",90,83,"fun",32,22,"declining",5,1,"miserable",42,49,"stagnant",92,99,"ideal",38,46,"late",17,0,"unhappy",84,100,"steady",77,86,"intense",41,35,"late",66,74,"balanced",60,62,"predictable",38,39,"steady",60,60,"unpredicatable",53,45,"unstable",56,60,"sweeping",65,72,"smooth",41,31,"chaotic",64,32,"unpredictable",65,76,"thankfullness",38,37,"dramatic",41,37,"intense",41,28,"declining",79,62,"normal",85,82,"late",23,1,"stagnant",57,52,"intense","Happiness","Age","Meaningfulness","Female","","White","",37,"College Graduate (4 year)",NA,NA,"Positive_Change_Partial|Exponential_Fall_Convex|Linear_Rise_Sharp_Fall_Exponential_Rise|Sinusoidal_Rise_Fall_Rise_Partial|Sinusoidal_Fall_Rise_Partial|Sinusoidal_Rise_Fall_Rise_Full|Linear_Rise|Exponential_Rise_Concave|Sinusoidal_Fall_Rise_Full|Sinusoidal_Rise_Fall_Full|Linear_Low|Sinusoidal_Fall_Rise_Fall_Rise|Sinusoidal_Fall_Rise_Fall_Partial|Linear_Fall|Linear_Rise_Sharp_Fall|Exponential_Rise_Convex|Logistic_Fall|Positive_Change_Full|Logistic_Rise|Sinusoidal_Rise_Fall_Partial|Sinusoidal_Rise_Fall_Rise_Fall|Exponential_Fall_Concave|Sinusoidal_Fall_Rise_Fall_Full|Negative_Change_Partial|Negative_Change_Full|Linear_Middle|Linear_High"
"51","8/17/20 7:34","8/17/20 7:48","IP Address",100,820,TRUE,"8/17/20 7:48","R_urAM5N28n2Ezcul",NA,NA,NA,NA,32.86849976,-97.28630066,"anonymous","EN","I consent","Paul","Purple",NA,NA,NA,NA,80,0,"They were highly unstressed early in life, then highly stressed later in life",NA,NA,NA,NA,NA,NA,"",100,50,"positive",0,0,"declining",0,0,"sad",62,11,"consistent",100,100,"perfect",66,28,"positive",0,0,"sad",100,61,"positive",60,0,"declining",32,0,"sad",62,30,"forward",51,0,"peaking",49,0,"peaking",52,0,"changing",29,0,"changing",38,0,"changing",39,0,"peaking",51,0,"changing",51,0,"changing",61,0,"happy",51,0,"sad",9,0,"sad",19,0,"hard",40,0,"decline",51,0,"peaking",0,0,"sad",51,0,"challenging","Happiness","Age","Happiness","Male","","White","",27,"College Graduate (4 year)",NA,"","Linear_Rise|Positive_Change_Partial|Sinusoidal_Fall_Rise_Fall_Full|Sinusoidal_Rise_Fall_Partial|Linear_Low|Negative_Change_Partial|Sinusoidal_Rise_Fall_Rise_Fall|Linear_Fall|Linear_Rise_Sharp_Fall|Logistic_Rise|Sinusoidal_Rise_Fall_Full|Exponential_Fall_Concave|Linear_Middle|Negative_Change_Full|Sinusoidal_Rise_Fall_Rise_Full|Linear_Rise_Sharp_Fall_Exponential_Rise|Sinusoidal_Fall_Rise_Partial|Sinusoidal_Fall_Rise_Fall_Rise|Positive_Change_Full|Exponential_Fall_Convex|Logistic_Fall|Sinusoidal_Fall_Rise_Fall_Partial|Exponential_Rise_Concave|Linear_High|Sinusoidal_Fall_Rise_Full|Sinusoidal_Rise_Fall_Rise_Partial|Exponential_Rise_Convex"
"52","8/17/20 7:15","8/17/20 7:49","IP Address",100,2082,TRUE,"8/17/20 7:50","R_3PnvpnAk9GgPyEr",NA,NA,NA,NA,40.47250366,-79.9108963,"anonymous","EN","I consent","Paul","Purple",NA,NA,NA,NA,80,0,"They were highly unstressed early in life, then highly stressed later in life",NA,NA,NA,NA,NA,NA,"",76,55,"exhilaration",100,80,"meaningful",2,0,"stressful",61,56,"medium",94,88,"contentment",29,11,"pressure",79,67,"comfortable",83,79,"enjoyable",100,88,"delight",79,69,"medium",81,69,"relaxed",86,71,"indulgent",72,62,"disparity",86,77,"enjoyment",83,74,"casual",81,73,"happiness",93,88,"peaceful",65,52,"uneven",70,61,"like wave",47,34,"average",60,46,"casual",77,64,"gentle",91,71,"satisfaction",42,31,"impossible",81,76,"joy",33,22,"unhappy",71,64,"intermediate","Happiness","Age","Meaningfulness","Female","","White","",42,"College Graduate (4 year)",NA,"none","Sinusoidal_Fall_Rise_Fall_Full|Linear_Fall|Sinusoidal_Rise_Fall_Rise_Fall|Sinusoidal_Rise_Fall_Partial|Negative_Change_Full|Linear_Rise_Sharp_Fall|Exponential_Rise_Concave|Sinusoidal_Rise_Fall_Rise_Partial|Sinusoidal_Fall_Rise_Fall_Partial|Sinusoidal_Rise_Fall_Full|Exponential_Rise_Convex|Negative_Change_Partial|Sinusoidal_Rise_Fall_Rise_Full|Linear_Low|Logistic_Rise|Linear_Rise_Sharp_Fall_Exponential_Rise|Positive_Change_Partial|Sinusoidal_Fall_Rise_Full|Exponential_Fall_Concave|Linear_Rise|Logistic_Fall|Exponential_Fall_Convex|Positive_Change_Full|Sinusoidal_Fall_Rise_Fall_Rise|Sinusoidal_Fall_Rise_Partial|Linear_Middle|Linear_High"
"53","8/17/20 7:39","8/17/20 7:50","IP Address",100,634,TRUE,"8/17/20 7:50","R_2Ez8BfI7trjOhcj",NA,NA,NA,NA,39.37620544,-75.16169739,"anonymous","EN","I consent","Paul","Purple",NA,NA,NA,NA,80,0,"They were highly unstressed early in life, then highly stressed later in life",NA,NA,NA,NA,NA,NA,"",62,100,"Uplifting",13,0,"Devastating",0,0,"depressing",50,49,"uneventfull",100,100,"awsome",75,100,"positive",24,10,"destructive ",48,50,"Positive",16,0,"upsetting ",44,45,"chalanging ",62,100,"rewarding",41,30,"normal ",21,12,"upsetting",42,46,"changing ",46,40,"chalanging ",50,11,"rollercoaster",56,6,"bipolar",41,24,"emotiomnal",30,8,"unstable",40,100,"overcome",16,0,"depressing",51,49,"chalanging ",61,43,"intresting",47,17,"sad",62,33,"sad",3,0,"sad",86,100,"Perseverance","Happiness","Age","Happiness","Male","","White","",34,"High School or Equivalent",NA,"","Sinusoidal_Fall_Rise_Fall_Partial|Logistic_Fall|Sinusoidal_Fall_Rise_Fall_Full|Sinusoidal_Rise_Fall_Rise_Fall|Positive_Change_Partial|Linear_Rise_Sharp_Fall|Linear_Low|Linear_Fall|Linear_High|Linear_Rise_Sharp_Fall_Exponential_Rise|Linear_Rise|Sinusoidal_Fall_Rise_Partial|Sinusoidal_Fall_Rise_Fall_Rise|Exponential_Rise_Convex|Sinusoidal_Rise_Fall_Partial|Sinusoidal_Rise_Fall_Rise_Partial|Exponential_Fall_Concave|Logistic_Rise|Exponential_Fall_Convex|Negative_Change_Full|Positive_Change_Full|Sinusoidal_Fall_Rise_Full|Sinusoidal_Rise_Fall_Full|Sinusoidal_Rise_Fall_Rise_Full|Exponential_Rise_Concave|Negative_Change_Partial|Linear_Middle"
"54","8/17/20 7:40","8/17/20 7:51","IP Address",100,690,TRUE,"8/17/20 7:51","R_3NVdE7vZhs7544Y",NA,NA,NA,NA,41.70880127,-85.97599792,"anonymous","EN","I consent","Paul","Purple",NA,NA,NA,NA,80,0,"They were highly stressed early in life, then highly unstressed later in life",0,0,82.103,0,80,80,"They were highly stressed early in life, then highly unstressed later in life",74,79,"good",18,15,"bad",65,31,"bad",52,46,"nice",100,100,"good",80,77,"good",55,72,"good",90,98,"good",34,28,"bad",65,60,"good",39,61,"good",52,19,"not bad",32,30,"bad",61,69,"good",57,53,"bad",51,50,"sad",94,82,"nice",53,68,"good",88,85,"nice",27,48,"nice",54,60,"bad",37,50,"nice",46,55,"nice",76,50,"sad",68,76,"nice",34,23,"sad",65,47,"nice","Happiness","Age","Meaningfulness","Male","","White","",28,"College Graduate (4 year)",NA,"nice","Negative_Change_Partial|Sinusoidal_Fall_Rise_Partial|Logistic_Rise|Sinusoidal_Rise_Fall_Partial|Sinusoidal_Fall_Rise_Fall_Full|Logistic_Fall|Sinusoidal_Rise_Fall_Rise_Partial|Exponential_Fall_Convex|Sinusoidal_Rise_Fall_Rise_Full|Linear_Low|Linear_Rise_Sharp_Fall|Exponential_Rise_Concave|Exponential_Fall_Concave|Sinusoidal_Fall_Rise_Fall_Rise|Exponential_Rise_Convex|Linear_Rise|Linear_High|Sinusoidal_Fall_Rise_Fall_Partial|Negative_Change_Full|Linear_Rise_Sharp_Fall_Exponential_Rise|Sinusoidal_Rise_Fall_Full|Positive_Change_Partial|Sinusoidal_Fall_Rise_Full|Sinusoidal_Rise_Fall_Rise_Fall|Linear_Fall|Positive_Change_Full|Linear_Middle"
"55","8/17/20 7:40","8/17/20 7:52","IP Address",100,760,TRUE,"8/17/20 7:52","R_1HctWTa2XFO7gGO",NA,NA,NA,NA,36.76460266,-76.34079742,"anonymous","EN","I consent","Paul","Purple",NA,NA,NA,NA,80,0,"They were highly unstressed early in life, then highly stressed later in life",NA,NA,NA,NA,NA,NA,"",67,25,"neutral",29,25,"don't angry",12,6,"calm",16,16,"happy",30,9,"neutral",62,21,"neutral",67,45,"wait",71,34,"neutral",47,57,"calm",59,35,"calm",73,48,"peace",66,73,"calm",82,19,"calm",82,96,"cool",61,64,"go ahead",73,63,"calm",47,38,"calm",74,79,"neutral",58,45,"neutral",51,18,"cool",66,29,"calm",53,51,"calm",74,38,"calm",43,44,"calm",76,64,"calm",50,37,"don't angry",44,24,"calm","Happiness","Age","Meaningfulness","Female","","White","",58,"College Graduate (4 year)",NA,"very useful","Sinusoidal_Rise_Fall_Rise_Full|Linear_Fall|Exponential_Rise_Convex|Sinusoidal_Fall_Rise_Fall_Rise|Logistic_Rise|Negative_Change_Full|Linear_Rise|Exponential_Fall_Concave|Linear_Rise_Sharp_Fall|Linear_Low|Positive_Change_Full|Sinusoidal_Fall_Rise_Full|Exponential_Rise_Concave|Sinusoidal_Rise_Fall_Rise_Fall|Sinusoidal_Rise_Fall_Rise_Partial|Linear_High|Sinusoidal_Fall_Rise_Fall_Partial|Linear_Middle|Linear_Rise_Sharp_Fall_Exponential_Rise|Sinusoidal_Rise_Fall_Partial|Sinusoidal_Rise_Fall_Full|Positive_Change_Partial|Negative_Change_Partial|Exponential_Fall_Convex|Logistic_Fall|Sinusoidal_Fall_Rise_Partial|Sinusoidal_Fall_Rise_Fall_Full"
"56","8/17/20 7:33","8/17/20 7:52","IP Address",100,1171,TRUE,"8/17/20 7:52","R_r6VX4LIUzEPQaFb",NA,NA,NA,NA,41.70880127,-85.97599792,"anonymous","EN","I consent","Paul","Purple",NA,NA,NA,NA,80,0,"They were highly unstressed early in life, then highly stressed later in life",NA,NA,NA,NA,NA,NA,"",66,72,"good",85,79,"less stress and more stress in life",82,73,"moderate amount ",87,80,"moderate amount stress",83,81,"moderate",87,73,"good",76,72,"less stress in early life  and more stress in life",79,69,"less stress and more stress in life",80,74,"more stress in early life and less stress in life",87,77,"more stress and less stress in life",78,76,"more stress in early life and less stress in later age",76,84,"less stress and more stress in life",74,83,"more stress and less stress in life",79,80,"moderate amount of stress ",77,65,"more stress in early life and less stress in life",86,68,"more stress and less stress in life",79,77,"less stress and more stress in life",82,80,"less stress and more stress in life",81,73,"more stress and less stress in life",81,72,"less stress and more stress in life",75,76,"more stress in early life and less stress in later age",78,60,"same amount stress",80,79,"more stress in early life and less stress in life",78,76,"moderate",77,77,"good",81,69,"more stress and less stress in life",78,83,"good","Disappointment","Age","Happiness","Female","","White","",37,"Vocational/Technical School (2 year)",NA,"none","Logistic_Fall|Sinusoidal_Fall_Rise_Partial|Sinusoidal_Rise_Fall_Partial|Linear_Rise|Positive_Change_Full|Linear_High|Negative_Change_Partial|Linear_Rise_Sharp_Fall_Exponential_Rise|Sinusoidal_Fall_Rise_Full|Positive_Change_Partial|Exponential_Fall_Concave|Linear_Low|Exponential_Rise_Convex|Exponential_Fall_Convex|Sinusoidal_Rise_Fall_Rise_Partial|Negative_Change_Full|Sinusoidal_Fall_Rise_Fall_Partial|Logistic_Rise|Sinusoidal_Fall_Rise_Fall_Rise|Sinusoidal_Rise_Fall_Full|Sinusoidal_Rise_Fall_Rise_Full|Linear_Fall|Sinusoidal_Rise_Fall_Rise_Fall|Linear_Rise_Sharp_Fall|Linear_Middle|Sinusoidal_Fall_Rise_Fall_Full|Exponential_Rise_Concave"
